,year,FIRA3,FSA3,FSH3,EFLX3,AC3,HEAT3,WASTEHEAT3,AHF3,FGR3
59,2074,65.16062,154.57428,53.188747,39.060856,0.0032737816,0.051401842,0.012225971,0.06362781,-1.8269967
60,2075,63.564754,152.87965,51.446712,41.101387,0.0031490012,0.059495162,0.013758158,0.07325332,-2.155213
61,2076,65.217514,155.01804,53.66558,39.37717,0.0037331253,0.059668627,0.014150007,0.07381863,-2.097775
62,2077,62.275723,152.28883,51.485184,41.394962,0.003925064,0.053865474,0.013097686,0.06696316,-1.8070824
63,2078,64.67786,154.32521,52.148205,40.224045,0.0038765902,0.051853396,0.012670609,0.064524,-1.7005173
64,2079,63.181404,152.87747,51.2815,41.227875,0.0033681088,0.054365885,0.0128686195,0.0672345,-1.7667533
65,2080,63.789516,154.08447,52.545647,40.496304,0.0038101336,0.05149514,0.012557114,0.064052254,-1.7026832
66,2081,63.872368,152.7745,51.485092,40.12592,0.003933805,0.050121505,0.012357698,0.0624792,-1.6617641
67,2082,64.794205,154.57095,52.48416,40.139687,0.0042537055,0.051957127,0.012919583,0.06487671,-1.7599742
68,2083,64.089874,153.5954,52.27915,40.26391,0.0040161903,0.057469707,0.013869813,0.07133952,-1.9031521
69,2084,63.537483,153.5511,52.98609,39.96254,0.00396664,0.055991482,0.013546876,0.069538355,-1.82231
70,2085,63.70039,153.66193,52.296535,40.150604,0.0039405013,0.04731198,0.011791267,0.059103247,-1.4936221
71,2086,65.12779,154.31606,53.655834,38.16624,0.0041898564,0.050155383,0.012511781,0.06266716,-1.5491499
72,2087,62.979496,152.38638,51.485783,40.45353,0.004331535,0.044916056,0.011549806,0.056465864,-1.48977
73,2088,63.96302,153.29594,52.542645,39.588333,0.0043250443,0.05026579,0.012620631,0.06288642,-1.6849109
74,2089,63.680176,153.34145,52.30236,39.897625,0.0043491875,0.0505195,0.012674226,0.06319372,-1.4673091
75,2090,62.3969,151.61908,51.02288,40.82234,0.0044066776,0.046175275,0.011839334,0.05801461,-1.5699
76,2091,63.37076,152.80748,52.27875,39.810913,0.004450768,0.048931435,0.012430621,0.061362058,-1.5536268
77,2092,62.2249,151.8114,50.36923,41.65441,0.004981489,0.04564344,0.012068964,0.057712406,-1.3740902
78,2093,63.687412,153.599,51.16822,41.344803,0.004868376,0.046398554,0.0121612055,0.05855976,-1.5373312
79,2094,62.792477,152.51746,51.509678,40.594917,0.0052370005,0.045592733,0.012226704,0.057819437,-1.2686412
80,2095,63.200085,152.93027,51.48376,40.862286,0.005817852,0.046538163,0.01275615,0.059294313,-1.4409076
81,2096,61.987503,151.80782,50.604237,41.8805,0.0046831756,0.046606056,0.012095969,0.058702026,-1.5783154
82,2097,64.4108,153.70071,52.49862,39.283108,0.005179411,0.04571426,0.012212663,0.057926923,-1.3536174
83,2098,62.089188,151.86816,52.064564,40.195484,0.0048754415,0.045892514,0.012068127,0.05796064,-1.3586099
84,2099,63.35293,153.23427,52.345615,39.91199,0.0056741913,0.045320157,0.01241529,0.057735447,-1.2968493
