,year,FIRA4,FSA4,FSH4,EFLX4,AC4,HEAT4,WASTEHEAT4,AHF4,FGR4
37,2052,57.263874,119.97621,27.733244,38.181538,0.0015716174,0.06265208,0.01346039,0.07611247,-2.2423115
38,2053,58.03682,119.656075,27.945534,37.065662,0.0018273524,0.06425758,0.013939888,0.078197464,-2.359707
39,2054,57.22861,118.360085,26.803053,37.401695,0.0017579539,0.061100256,0.013264234,0.07436449,-2.083342
40,2055,57.643898,117.75486,27.634552,36.03028,0.0018300337,0.065429725,0.014176706,0.07960643,-2.4876719
41,2056,56.978333,116.77874,26.511463,36.813873,0.0015412881,0.069306,0.014771979,0.084077984,-2.5054371
42,2057,57.284466,116.21013,26.672699,35.832787,0.0017262799,0.07078477,0.015185783,0.08597055,-2.5109246
43,2058,56.07505,114.480446,24.941708,36.718933,0.0017946187,0.062451914,0.013553913,0.076005824,-2.2501523
44,2059,55.524418,114.026695,25.233988,36.578205,0.001898549,0.06286509,0.013698079,0.07656317,-2.2825038
45,2060,55.179836,112.31054,23.310415,37.064896,0.001726182,0.06571687,0.014173441,0.07989031,-2.2399182
46,2061,56.00768,112.13279,22.57679,36.80704,0.0017391179,0.06440826,0.013912985,0.07832124,-2.270454
47,2062,55.60049,111.578705,23.389511,35.728455,0.0017315496,0.06335475,0.0137005,0.07705525,-2.1513164
48,2063,53.474697,108.780365,21.159328,37.397293,0.001955382,0.06251457,0.013661259,0.07617583,-2.2571442
49,2064,55.822487,109.31495,19.998632,36.77286,0.0017417775,0.06338231,0.01371316,0.07709547,-2.2912977
50,2065,55.16162,108.70145,20.548258,36.02296,0.0015954636,0.063851625,0.013716817,0.07756844,-2.074704
51,2066,52.77204,106.24437,19.950724,37.177784,0.0019765673,0.06828582,0.014823028,0.08310885,-2.5716655
52,2067,54.456688,106.26427,18.758154,36.59331,0.0017844052,0.069664575,0.014990337,0.08465491,-2.4842844
53,2068,53.3442,105.60636,20.096355,35.81417,0.0016026234,0.072556615,0.015463575,0.08802019,-2.574123
54,2069,53.3081,104.68356,19.940037,34.997032,0.0017506321,0.07019686,0.01507934,0.0852762,-2.4900815
55,2070,54.200726,104.63562,18.526192,35.13188,0.0019904152,0.0625708,0.013695992,0.076266795,-2.2182398
56,2071,53.08661,103.4984,18.637451,35.084435,0.0020160575,0.0635108,0.0138966385,0.077407435,-2.2536561
57,2072,52.31047,101.78159,16.07167,36.496597,0.0018969034,0.06276777,0.013680835,0.076448604,-2.130507
58,2073,53.304085,101.922775,16.970661,34.747135,0.0016874622,0.06093582,0.013188546,0.074124366,-2.1476028
59,2074,53.129913,101.09694,16.4975,34.442036,0.001687251,0.058164276,0.012634169,0.07079844,-2.038627
60,2075,51.519466,99.226814,14.934298,36.20552,0.001671684,0.06660397,0.014302783,0.080906756,-2.4277484
61,2076,52.809937,100.2279,16.003574,34.821133,0.0019485,0.06706777,0.014567343,0.08163512,-2.355193
62,2077,50.157436,97.94926,14.556303,36.286716,0.0021563738,0.060898248,0.01345317,0.074351415,-2.0739079
63,2078,52.03382,98.51092,14.078228,35.303284,0.002060338,0.059206486,0.013060211,0.0722667,-1.9690641
64,2079,50.65891,97.25492,13.4492655,36.154034,0.0017885935,0.061608057,0.013377841,0.0749859,-2.0424395
65,2080,50.972824,97.682915,14.029491,35.576538,0.0020536198,0.058617085,0.01293719,0.07155427,-1.9415413
66,2081,51.082214,96.15852,13.065642,34.9008,0.0020445273,0.057038885,0.012616849,0.06965573,-1.9501868
67,2082,51.68,96.780975,13.024182,35.077675,0.0021692233,0.058808476,0.013047759,0.07185624,-2.0348601
68,2083,50.952854,95.88812,13.040213,35.102016,0.0021390342,0.064870894,0.014234473,0.07910537,-2.1834419
69,2084,50.31262,95.59727,13.513368,34.849583,0.0020938036,0.06298549,0.013832032,0.07681752,-2.0757248
70,2085,50.34439,95.218735,12.507529,35.003838,0.0020348483,0.054008726,0.011997629,0.066006355,-1.7517161
71,2086,51.537544,95.20984,13.210879,33.243206,0.0022039264,0.057030577,0.012706795,0.069737375,-1.8289562
72,2087,49.643265,93.985596,11.867335,35.132004,0.0023244217,0.051325288,0.011637839,0.06296313,-1.7415074
73,2088,50.432,94.139366,12.435084,34.205357,0.0022729954,0.05667917,0.012682043,0.06936121,-1.951763
74,2089,50.096523,94.29801,12.149042,34.68644,0.0023688616,0.05707907,0.012809869,0.069888934,-1.6898569
75,2090,49.05242,93.06757,11.384535,35.399178,0.0023598215,0.05286333,0.011960659,0.064823985,-1.842546
76,2091,49.872444,93.91584,12.262874,34.549564,0.0023799483,0.05551102,0.012513352,0.068024375,-1.8008122
77,2092,48.781017,93.0537,10.712494,36.126797,0.0027556305,0.05203976,0.01202691,0.06406667,-1.6433853
78,2093,50.046875,94.29329,10.961234,35.992577,0.0025478916,0.053180363,0.012138048,0.06531841,-1.7822424
79,2094,49.24074,93.580505,11.476574,35.32486,0.0027750102,0.05209802,0.012061178,0.0641592,-1.5186921
80,2095,49.5316,93.79726,11.472245,35.45756,0.0031430877,0.05279381,0.012413599,0.06520741,-1.6799967
81,2096,48.614582,93.108154,11.116383,36.149258,0.0025646247,0.05289567,0.012093819,0.064989485,-1.8218853
82,2097,50.706776,94.31785,11.987298,34.218414,0.0026942457,0.052350312,0.012059817,0.06441013,-1.6260204
83,2098,48.578583,93.21349,12.242135,34.93301,0.002665791,0.052045573,0.011983646,0.06402922,-1.5831938
84,2099,49.63874,94.09594,12.008896,34.89143,0.0031845232,0.051607963,0.012192605,0.063800566,-1.5268534
