,year,FIRA0,FSA0,FSH0,EFLX0,AC0,HEAT0,WASTEHEAT0,AHF0,FGR0
73,2088,65.35857,161.05312,58.244473,40.34395,0.0041799042,0.05036736,0.012554596,0.062921956,-1.7940799
74,2089,65.09844,161.18788,58.061123,40.66384,0.0041935327,0.050628502,0.01260359,0.063232094,-1.5782915
75,2090,63.82185,159.55615,56.851406,41.605198,0.0042515188,0.046279717,0.011768018,0.058047734,-1.6824493
76,2091,64.81979,160.82144,58.1895,40.56539,0.004291556,0.04903776,0.012357048,0.061394807,-1.6678624
77,2092,63.65949,159.82455,56.234188,42.466938,0.0047976677,0.045747515,0.011980559,0.057728074,-1.4884225
78,2093,65.1539,161.7115,57.143818,42.116886,0.004695446,0.046512373,0.012081158,0.05859353,-1.6531856
79,2094,64.250206,160.59085,57.43427,41.384525,0.0050469693,0.045691006,0.012133159,0.057824165,-1.3843619
80,2095,64.674675,161.05461,57.44501,41.6487,0.00559955,0.04664451,0.012647321,0.059291832,-1.5585113
81,2096,63.41992,159.83461,56.450665,42.72951,0.0045195892,0.046712734,0.012019974,0.058732707,-1.6939809
82,2097,65.896645,161.857,58.52626,40.026752,0.004994744,0.045825027,0.01212483,0.057949856,-1.471383
83,2098,63.543453,159.90794,57.9549,40.98937,0.004696114,0.045986947,0.01198038,0.057967328,-1.4757191
84,2099,64.84033,161.38048,58.364075,40.652,0.0054577277,0.04541749,0.012305869,0.05772336,-1.4146622
