,year,FIRA5,FSA5,FSH5,EFLX5,AC5,HEAT5,WASTEHEAT5,AHF5,FGR5
27,2042,66.09204,152.88068,49.81971,40.94874,0.0020816615,0.063272074,0.013893196,0.07716527,-2.940315
28,2043,65.221825,152.39204,49.888737,41.099483,0.0021152108,0.06353957,0.013963421,0.077502996,-2.8182914
29,2044,64.825905,151.5308,49.075115,41.76908,0.002153627,0.06481815,0.014242511,0.07906066,-3.0695257
30,2045,66.06473,152.2732,50.27826,40.00716,0.002088621,0.06380934,0.01400747,0.077816814,-3.0123954
31,2046,64.591515,150.50517,48.928394,41.233494,0.0022009558,0.06746925,0.0148011595,0.082270406,-3.163392
32,2047,65.7435,151.9125,50.08237,40.46546,0.0020408952,0.07042535,0.015301468,0.08572681,-3.27127
33,2048,63.57826,149.51747,48.84697,41.62343,0.0021306158,0.07295429,0.015857102,0.08881139,-3.390326
34,2049,65.115166,150.4311,49.849377,39.8891,0.0022350752,0.06852515,0.015031609,0.08355676,-3.2971404
35,2050,65.10993,150.63458,48.830513,40.616093,0.0020035408,0.061291046,0.013450548,0.074741594,-2.9136589
36,2051,65.100426,150.40654,48.893288,40.52606,0.0023922734,0.063710876,0.0141646685,0.07787555,-3.0492778
37,2052,64.57594,149.57533,47.304993,41.60992,0.0020173988,0.060141835,0.013223731,0.07336557,-2.9385211
38,2053,65.666115,150.30885,48.337563,40.436745,0.0023770588,0.061779413,0.013771908,0.07555132,-3.070876
39,2054,65.00595,149.58798,47.489975,40.942627,0.0022997728,0.058660135,0.013099418,0.07175955,-2.8324108
40,2055,65.67828,149.7769,49.01486,39.42491,0.002371865,0.062786974,0.0139714,0.07675838,-3.2495904
41,2056,65.140594,149.49179,48.16988,40.510784,0.001998836,0.06671243,0.014525209,0.081237644,-3.293643
42,2057,65.685425,149.7481,48.955563,39.486217,0.002289129,0.06765262,0.0148948245,0.08254744,-3.2891197
43,2058,64.603226,148.54297,47.39811,40.642517,0.0023670022,0.05973301,0.013350885,0.07308389,-3.0680807
44,2059,64.31329,148.87416,48.284557,40.456413,0.002442718,0.060093608,0.013467338,0.073560946,-3.128124
45,2060,64.056656,147.82468,46.579006,41.29816,0.0023334245,0.06283348,0.013959371,0.07679285,-3.074622
46,2061,65.16721,148.6326,46.532986,41.08846,0.002362827,0.06153517,0.013709356,0.07524452,-3.1382232
47,2062,65.04245,148.71568,47.8994,39.86043,0.002310066,0.060479823,0.013470396,0.073950216,-3.0731223
48,2063,62.74641,145.95747,45.28946,42.11604,0.002546639,0.059698805,0.013449915,0.07314872,-3.1733103
49,2064,65.49177,147.90434,45.1335,41.51041,0.0024725897,0.060288996,0.013530149,0.073819146,-3.2064736
50,2065,65.11786,147.8389,46.241703,40.51746,0.0022026885,0.060760576,0.013460394,0.07422097,-3.0532715
51,2066,62.57477,145.37463,45.269768,42.154945,0.0026208127,0.06523388,0.0145957675,0.07982965,-3.5053391
52,2067,64.59561,146.54901,44.9292,41.56922,0.0025016726,0.066297345,0.014743967,0.08104131,-3.4479094
53,2068,63.706768,146.31888,46.827698,40.489113,0.0022785165,0.069487356,0.015253289,0.084740646,-3.5935369
54,2069,63.79205,145.91815,46.727886,40.041115,0.0024628965,0.06731333,0.014926647,0.08223998,-3.528422
55,2070,65.0287,147.06596,46.105408,40.25897,0.0027851586,0.059591167,0.013573757,0.073164925,-3.2748585
56,2071,64.05402,146.2827,46.4805,40.19994,0.0027995834,0.060485642,0.013758002,0.07424364,-3.346315
57,2072,63.34921,145.06874,44.00669,41.924915,0.002701985,0.059748348,0.013557923,0.07330627,-3.1980112
58,2073,64.597885,146.10135,45.690067,40.048847,0.002479317,0.05776437,0.013027168,0.070791535,-3.239938
59,2074,64.61327,145.87225,45.550858,39.86826,0.0024358653,0.055253644,0.012498729,0.067752376,-3.1796286
60,2075,62.98921,144.20703,43.75816,42.025356,0.0023994064,0.063622594,0.014140462,0.07776306,-3.514241
61,2076,64.69938,146.28047,45.999832,40.17495,0.0028092114,0.06389758,0.014447488,0.07834507,-3.486468
62,2077,61.716484,143.5785,43.778454,42.294765,0.002876409,0.057983812,0.013299881,0.07128369,-3.1839495
63,2078,64.15931,145.71451,44.50908,41.126858,0.0028886292,0.056074552,0.012928926,0.06900348,-3.0933518
64,2079,62.66007,144.32971,43.678074,42.159565,0.0024862578,0.05856897,0.013187248,0.071756214,-3.1548257
65,2080,63.303036,145.56471,45.022858,41.344128,0.0027872769,0.05550128,0.012752838,0.06825411,-3.1032162
66,2081,63.39291,144.43237,44.038376,41.052097,0.0028956686,0.05415631,0.012550148,0.066706456,-3.05286
67,2082,64.31958,146.20871,44.990112,41.113537,0.0031005412,0.05588473,0.013021128,0.06890586,-3.1775222
68,2083,63.646,145.36433,44.95023,41.173496,0.002988348,0.06183711,0.014137107,0.07597422,-3.3169408
69,2084,63.111446,145.43417,45.7126,40.901936,0.0029278472,0.06002613,0.013740582,0.073766716,-3.229474
70,2085,63.282288,145.61594,45.074993,41.095486,0.002831532,0.051103536,0.0118953325,0.06299887,-2.8971756
71,2086,64.773,146.44696,46.58025,39.076416,0.0031131099,0.054073144,0.012660328,0.06673347,-2.9572854
72,2087,62.597794,144.64926,44.465565,41.455322,0.0031272422,0.04851628,0.011557959,0.06007424,-2.8896782
73,2088,63.603775,145.6351,45.549965,40.62759,0.0032164264,0.053921737,0.012696697,0.066618435,-3.091653
74,2089,63.334236,145.73064,45.377182,40.902878,0.0032251496,0.054296616,0.012768284,0.0670649,-2.873738
75,2090,62.082375,144.3098,44.283424,41.902058,0.0032303412,0.049795482,0.011869437,0.06166492,-2.964479
76,2091,63.05507,145.34282,45.472668,40.827965,0.0032674992,0.052731395,0.0124902725,0.06522167,-2.9738517
77,2092,61.898136,144.51921,43.655045,42.730225,0.003596782,0.04921905,0.011967939,0.061186988,-2.771995
78,2093,63.376312,146.16974,44.374363,42.38642,0.0035425979,0.05027952,0.012154438,0.062433958,-2.9674377
79,2094,62.487595,145.20506,44.770107,41.652145,0.003773425,0.04919249,0.012079491,0.06127198,-2.6793618
80,2095,62.8952,145.64311,44.757885,41.921703,0.004242128,0.05016293,0.012547745,0.06271067,-2.8562331
81,2096,61.64094,144.50381,43.8004,43.066254,0.0034602548,0.05020073,0.012092871,0.0622936,-2.9826212
82,2097,64.12593,146.28488,45.755196,40.251507,0.0037845816,0.049529705,0.012150299,0.061680004,-2.7899532
83,2098,61.775967,144.61307,45.331608,41.298756,0.0036018048,0.04928521,0.011994178,0.06127939,-2.7586062
84,2099,63.07194,145.91667,45.64999,40.89964,0.004083939,0.048848312,0.012180593,0.061028905,-2.712953
