UHImax_tbd_2,UHImax_hd_2,UHImax_md_2,UHImin_tbd_2,UHImin_hd_2,UHImin_md_2,TBUILD_tbd_2,TBUILD_hd_2,TBUILD_md_2,SWBGT_U_tbd_2,SWBGT_U_hd_2,SWBGT_U_md_2
2.0291986642060458,0.7507942145443912,0.521253304378743,2.8260209648697465,1.2017157426655942,0.8407852808334401,25.043900472146493,22.82085338125276,22.727917479868953,25.01285284723121,21.257021503548927,21.253757425885308
1.9892334761442962,0.7328862895214936,0.5056443573713341,2.784119588357431,1.1876200759619997,0.827549981343328,25.257528322714347,23.043039408695712,22.891455745097225,25.36878645833403,21.478708772500212,21.475515569962766
1.9588700047245733,0.7189471086092388,0.494319452511096,2.754563808441162,1.1816279914606347,0.8250460544434361,25.2195894629867,22.899269994389257,22.76528552793107,25.358394220195436,21.33110470357895,21.32772994620898
1.9415617342348452,0.7035242817762509,0.4874735327098511,2.787154338977955,1.1956458264021244,0.8348955703790559,24.875159705126727,22.597314191578825,22.456529751063893,24.931993313802028,21.000359697355055,20.99692830350335
1.9215614000956218,0.6942258716364391,0.48185408068505853,2.7724284242700645,1.1841061349274593,0.8266806990278579,25.110187707123934,22.79682258660928,22.627347760830286,25.236986357028837,21.17733987448441,21.174089809526816
1.8759273423088922,0.6726925990546467,0.45912091349850326,2.7104013937490956,1.156457670744475,0.8010103082589352,25.27186573876275,22.953874388381212,22.759176920045096,25.472757342030054,21.37875979092536,21.375456661229034
1.8858801347238046,0.6592870970030089,0.4456244161598934,2.7201369250262224,1.1622407713338854,0.8001488593645922,24.914581775665283,22.645107413947606,22.46403593267285,24.955766466480714,21.112348905409746,21.108958385531654
1.8614374973155834,0.6530007092406706,0.44243599203222855,2.7382208329659923,1.1855693366754785,0.8235527834878021,24.900390995873344,22.637017885482262,22.449906490133994,24.89415585494566,20.959716009314974,20.95639942523592
1.8804564829225894,0.6467053724047469,0.4402198119416296,2.792650717276114,1.1774869196219375,0.8146099341408869,24.95236310252437,22.63115538653886,22.4157479394157,24.793201793123174,20.995277824265454,20.992027646468685
1.8535503458093714,0.6325006339379315,0.42781876130019303,2.7484000700491444,1.1508970077029899,0.7997095069927259,25.294618712531197,22.905049171057172,22.664943744251563,25.390439651940984,21.406574029601288,21.40332592338857
1.8535939322577581,0.6135526404780989,0.41669071960209186,2.823485356790048,1.169771894994874,0.8068571002186704,25.278447681003147,22.936577798020988,22.68820608606878,25.396201583936257,21.35175809879405,21.34845363766356
1.8141457416393139,0.5949545569530648,0.4031875919991926,2.7622584766811795,1.1711490546091297,0.8064513207232031,25.23668631800899,22.935030292370666,22.683691405650205,25.350669964285636,21.430391010894365,21.42707058272836
1.7884217898050945,0.5876342617883226,0.394411576699963,2.7715169941937483,1.154581580923993,0.7956859020949048,25.4355531445256,23.087934984417636,22.820214186374496,25.57503191685235,21.593170211691323,21.58985973240499
1.7455415372495298,0.5695172425184616,0.3799972321151918,2.7117238927770546,1.155419459191472,0.7935093220663798,25.31529073361997,22.943319259198,22.663002987627713,25.552069432585053,21.491697092943316,21.488310589324225
1.7537979196619105,0.5688618518436842,0.3798380577659877,2.772000471750895,1.1560340986256352,0.7899047862963986,25.172365842042147,22.774986763275344,22.466895834005104,25.310645762861153,21.122208963440293,21.11885750274859
1.735493501027425,0.5408362492162958,0.35915203163491416,2.7335381242964,1.116338545906425,0.7577867086379618,25.38005205436989,23.053864257372734,22.742611417830364,25.58504736047514,21.725718590101188,21.722463494842156
1.6999629161976002,0.5281289203294706,0.34742860942586745,2.726223203870985,1.1373533676675622,0.7733381618507557,25.303121619754368,22.948030053732925,22.61190745815541,25.59013607242593,21.584743937697535,21.581440764192607
1.6701252548782914,0.5100826493141605,0.33127844436787124,2.702184217947501,1.1491939231760415,0.7771738147480562,25.02042798642759,22.68966557629686,22.361890568523286,25.274392946726746,21.220320420025423,21.216852780499735
1.7050622127674244,0.511511747415397,0.3368194964728266,2.7511842250823975,1.1332503527247437,0.7753874880910876,25.309329827626545,22.91814827005837,22.585563845604472,25.313995374707265,21.354106649048912,21.35079322771188
1.6182026156672724,0.48719867219739527,0.31172539112570524,2.680738652193988,1.1101816668449391,0.7464223918401728,25.269318474663628,23.03929488912965,22.681588519594204,25.724053901102806,21.762531020807806,21.759186490242158
1.5712921354505751,0.46950362175208465,0.3067196733043575,2.6872864299350314,1.1446333185650828,0.7718640555933397,25.0684953795539,22.692216116594555,22.35745568845257,25.35007612049338,21.27669925437937,21.273182356962778
1.6218218803405762,0.4644466940968904,0.30542228048245673,2.7605707027294017,1.1351199186713055,0.767780956540146,25.169933054182266,22.923575999838953,22.548188166948236,25.297095721656525,21.47903802415526,21.47577187324124
1.5581264672455963,0.4433232310599431,0.2797395599062795,2.645961293467769,1.0809652618798897,0.7245966683436212,25.425837128250688,23.061363342452964,22.667371641914798,25.93999101138777,21.89654027001431,21.893239726367177
1.5336328789039895,0.4251258940536188,0.268430249878909,2.6630848248799643,1.1294104860540022,0.7577227856052622,25.17452833387587,22.849506024478917,22.44410812090028,25.660032158717513,21.51408078524881,21.51065336190281
1.5476517147488065,0.4185092160915413,0.2657681018540708,2.706905806506122,1.1477367898534971,0.7743087235685225,25.18708375648216,22.873612992999497,22.447903342816815,25.37570292758324,21.342131500927234,21.33874716967146
1.5298988554212782,0.4094148396202149,0.2535814123557239,2.703071682541459,1.1005848497053412,0.732619017798589,25.419937663608128,22.953412392666543,22.529302357127833,25.702752690585502,21.638664403606235,21.635386880559768
1.5178684658474393,0.3926493261707174,0.2391412491053554,2.683450628209997,1.0979680596284247,0.7313116615779073,25.274173612947816,22.897974240675904,22.45832066266042,25.70592392977603,21.508249599895084,21.504767048537193
1.4768661393059626,0.3678567538164192,0.22182360546045451,2.7160523467593722,1.1002045556796902,0.727672297867923,25.234026414376718,22.85713275436384,22.407212994533516,25.68518026942318,21.603120254739657,21.599688233584832
