Arr_CUHI_1,Arr_CUHI_1_JJA,Arr_CUHI_1_DJF,Arr_SUHI_1,Arr_SUHI_1_JJA,Arr_SUHI_1_DJF
0.25404876470565796,0.30255457758903503,0.2461514174938202,-1.416565179824829,-1.589842677116394,-0.952014148235321
0.24769116938114166,0.294878214597702,0.2390507310628891,-1.439074993133545,-1.6340034008026123,-0.9306904673576355
0.24648524820804596,0.30458495020866394,0.24008223414421082,-1.4280657768249512,-1.5996392965316772,-0.9645665287971497
0.2508947253227234,0.30647531151771545,0.2501222789287567,-1.428505539894104,-1.6006087064743042,-0.9212861061096191
0.2498653084039688,0.2981595993041992,0.24689999222755432,-1.4440418481826782,-1.6287293434143066,-0.9293363094329834
0.23726972937583923,0.28730061650276184,0.23791447281837463,-1.4252864122390747,-1.6197189092636108,-0.9269979596138
0.23593683540821075,0.2856380343437195,0.24990218877792358,-1.474100112915039,-1.6886814832687378,-0.9333468079566956
0.25264713168144226,0.3012098968029022,0.26265430450439453,-1.439306616783142,-1.6529239416122437,-0.9010886549949646
0.2518346309661865,0.2971232235431671,0.26291513442993164,-1.4316693544387817,-1.6442980766296387,-0.8601564168930054
0.2506512999534607,0.2941046953201294,0.22909489274024963,-1.4048556089401245,-1.6310259103775024,-1.0074882507324219
0.24819256365299225,0.3013905882835388,0.24086116254329681,-1.462609887123108,-1.6671944856643677,-0.9493061900138855
0.24684834480285645,0.3022826910018921,0.2434270679950714,-1.4580156803131104,-1.6437926292419434,-0.9287294149398804
0.24584616720676422,0.2935492694377899,0.24630650877952576,-1.4551230669021606,-1.6661893129348755,-0.9338065385818481
0.2470870167016983,0.2987291216850281,0.2529833912849426,-1.4515019655227661,-1.6216771602630615,-0.9068877696990967
0.2521935701370239,0.2953937351703644,0.21606804430484772,-1.4162538051605225,-1.6311554908752441,-1.0239555835723877
0.2316269427537918,0.2938969135284424,0.2432958334684372,-1.4670321941375732,-1.61332368850708,-0.9223859906196594
0.2411634474992752,0.28971803188323975,0.2296176254749298,-1.44585382938385,-1.6075866222381592,-1.038931131362915
0.24098989367485046,0.2878004312515259,0.2454565167427063,-1.4584044218063354,-1.6460202932357788,-0.886762261390686
0.251399964094162,0.296916663646698,0.24622730910778046,-1.4092663526535034,-1.6252802610397339,-0.9421184062957764
0.22790804505348206,0.2919645607471466,0.22870193421840668,-1.4521623849868774,-1.611600637435913,-1.0165436267852783
0.24673983454704285,0.2963937520980835,0.2280491292476654,-1.4587759971618652,-1.672241449356079,-0.996156632900238
0.25130316615104675,0.3201792538166046,0.23404951393604279,-1.4457567930221558,-1.626695990562439,-0.9378014206886292
0.22746914625167847,0.2807466983795166,0.23199184238910675,-1.437954306602478,-1.608129620552063,-0.9630460739135742
0.24149109423160553,0.29969650506973267,0.24406370520591736,-1.4521968364715576,-1.6131857633590698,-0.9467865824699402
0.25893595814704895,0.3111438751220703,0.2637988030910492,-1.427712082862854,-1.6192374229431152,-0.8670989871025085
0.24034038186073303,0.28298985958099365,0.25475093722343445,-1.4130280017852783,-1.5796964168548584,-0.8879138827323914
0.2430175095796585,0.29365813732147217,0.21391652524471283,-1.3978079557418823,-1.5776556730270386,-1.0135389566421509
