Arr_CUHI_1,Arr_CUHI_1_JJA,Arr_CUHI_1_DJF,Arr_SUHI_1,Arr_SUHI_1_JJA,Arr_SUHI_1_DJF
0.2320520579814911,0.28878188133239746,0.21656203269958496,-1.472674012184143,-1.6600669622421265,-1.0317715406417847
0.22615791857242584,0.29964253306388855,0.21518337726593018,-1.486680269241333,-1.6217702627182007,-0.9621476531028748
0.22103433310985565,0.28157907724380493,0.19619740545749664,-1.458333969116211,-1.6476502418518066,-1.0618516206741333
0.23809444904327393,0.29491785168647766,0.2538456320762634,-1.4595776796340942,-1.627009391784668,-0.8771792054176331
0.22912922501564026,0.2671699821949005,0.20470914244651794,-1.4303724765777588,-1.604090690612793,-1.0267844200134277
0.2338198572397232,0.27857494354248047,0.2157810479402542,-1.453522801399231,-1.6496630907058716,-0.9537884593009949
0.21738390624523163,0.26450976729393005,0.20964069664478302,-1.444156527519226,-1.6203395128250122,-1.0000877380371094
0.23131316900253296,0.2898586094379425,0.1989917904138565,-1.4486759901046753,-1.609853982925415,-1.03722083568573
0.22727985680103302,0.2838437259197235,0.21872204542160034,-1.459490418434143,-1.604385495185852,-1.0452502965927124
0.22533731162548065,0.28334495425224304,0.22453118860721588,-1.4898650646209717,-1.633861780166626,-0.9813811182975769
0.2204892784357071,0.2794223427772522,0.18602536618709564,-1.4699206352233887,-1.6121751070022583,-1.131632924079895
0.22224785387516022,0.291288286447525,0.19254088401794434,-1.4962866306304932,-1.6286848783493042,-1.038949728012085
0.22090032696723938,0.2914026081562042,0.21221330761909485,-1.4760957956314087,-1.596739649772644,-1.0249470472335815
0.24211002886295319,0.29976385831832886,0.25057825446128845,-1.451078176498413,-1.611584186553955,-0.9351879358291626
0.23515616357326508,0.29274982213974,0.23511721193790436,-1.4514676332473755,-1.6440025568008423,-0.9400345683097839
0.24332529306411743,0.291817307472229,0.21503494679927826,-1.4369748830795288,-1.6228755712509155,-1.0150002241134644
0.2262943685054779,0.2833369970321655,0.2015928328037262,-1.470109224319458,-1.6177222728729248,-1.0035016536712646
0.229047030210495,0.28311216831207275,0.21038968861103058,-1.4458727836608887,-1.6235748529434204,-0.9836236834526062
0.21523042023181915,0.28813010454177856,0.1915774941444397,-1.4682056903839111,-1.5907518863677979,-1.0495740175247192
0.21988031268119812,0.28817659616470337,0.20495787262916565,-1.5030615329742432,-1.6390498876571655,-1.060401439666748
0.2344481498003006,0.2892909646034241,0.22791022062301636,-1.4684944152832031,-1.630034327507019,-0.9000979065895081
0.21672780811786652,0.27473515272140503,0.1540307104587555,-1.4244389533996582,-1.5801997184753418,-1.1507097482681274
0.2089572250843048,0.28212645649909973,0.1922469288110733,-1.540112853050232,-1.6571449041366577,-1.0977363586425781
0.22077636420726776,0.2911815643310547,0.19765210151672363,-1.5091524124145508,-1.6487300395965576,-1.0337576866149902
0.20670567452907562,0.27393680810928345,0.16878654062747955,-1.4486242532730103,-1.5910741090774536,-1.069818139076233
0.21292878687381744,0.2774907350540161,0.22051751613616943,-1.4697306156158447,-1.625538945198059,-0.9892796277999878
0.22631391882896423,0.2761957049369812,0.23199158906936646,-1.4538146257400513,-1.642288327217102,-0.9167743921279907
0.24038632214069366,0.29583683609962463,0.22837986052036285,-1.4116039276123047,-1.5787875652313232,-0.9634969234466553
0.228753462433815,0.30309242010116577,0.19329410791397095,-1.4735780954360962,-1.6037803888320923,-1.044907569885254
0.22931556403636932,0.3091553747653961,0.18702179193496704,-1.4576510190963745,-1.5594083070755005,-1.0389728546142578
0.20486733317375183,0.2879314422607422,0.17634987831115723,-1.4835293292999268,-1.5832792520523071,-1.0790917873382568
0.22360257804393768,0.3104426860809326,0.21349841356277466,-1.486582636833191,-1.6078308820724487,-0.9745330214500427
0.22717705368995667,0.2979322075843811,0.18806789815425873,-1.4666626453399658,-1.5727581977844238,-1.0313149690628052
0.1988918036222458,0.268341988325119,0.17919018864631653,-1.4985425472259521,-1.6067495346069336,-1.099049687385559
0.2307416945695877,0.28829917311668396,0.21240831911563873,-1.4515975713729858,-1.6307129859924316,-0.9215852618217468
0.2026161551475525,0.27586665749549866,0.16292475163936615,-1.448018193244934,-1.5781495571136475,-1.1353678703308105
0.20554590225219727,0.29920047521591187,0.14838995039463043,-1.507023572921753,-1.5594475269317627,-1.1257983446121216
0.1891530603170395,0.2616313695907593,0.16924233734607697,-1.513678789138794,-1.6087167263031006,-1.1323916912078857
0.21258285641670227,0.292999267578125,0.20199871063232422,-1.488681674003601,-1.598670244216919,-1.0017039775848389
0.21453075110912323,0.2828005254268646,0.17543333768844604,-1.4608272314071655,-1.5694140195846558,-1.1183730363845825
0.21195274591445923,0.29065820574760437,0.1739492118358612,-1.5207023620605469,-1.6395049095153809,-1.1121515035629272
0.21064430475234985,0.2846482992172241,0.18965308368206024,-1.4894856214523315,-1.5950608253479004,-1.0779637098312378
0.21118535101413727,0.299252450466156,0.15443435311317444,-1.4806125164031982,-1.571837067604065,-1.108145833015442
0.20498862862586975,0.2933550775051117,0.17078597843647003,-1.4955778121948242,-1.603089690208435,-1.1537742614746094
0.21604023873806,0.29360610246658325,0.15901808440685272,-1.5242364406585693,-1.6095993518829346,-1.1460988521575928
0.1990097165107727,0.2844545245170593,0.1929379552602768,-1.475056767463684,-1.5207579135894775,-1.0488626956939697
0.20679177343845367,0.2823995053768158,0.17041833698749542,-1.4853708744049072,-1.5881149768829346,-1.10685133934021
0.20914621651172638,0.2924073338508606,0.16602832078933716,-1.504171371459961,-1.5773885250091553,-1.109208106994629
0.19229808449745178,0.27668771147727966,0.1854040026664734,-1.489219307899475,-1.5607606172561646,-1.0261162519454956
0.20980706810951233,0.2889377176761627,0.15403370559215546,-1.4658401012420654,-1.555304765701294,-1.110080599784851
0.18691904842853546,0.2788912057876587,0.1467418521642685,-1.4891164302825928,-1.5454243421554565,-1.1708191633224487
0.18862570822238922,0.2761988341808319,0.1674967259168625,-1.526619553565979,-1.574212908744812,-1.0983539819717407
0.19896633923053741,0.2928817570209503,0.14370311796665192,-1.479547381401062,-1.5270909070968628,-1.1701472997665405
0.1894226223230362,0.2900463044643402,0.14020322263240814,-1.5235191583633423,-1.5722769498825073,-1.1373101472854614
0.18032869696617126,0.2709648013114929,0.15946277976036072,-1.4929170608520508,-1.5425413846969604,-1.1170883178710938
0.21260429918766022,0.28919950127601624,0.15709905326366425,-1.487037181854248,-1.5768471956253052,-1.1513100862503052
0.19301272928714752,0.2813427150249481,0.16737069189548492,-1.477123737335205,-1.5314513444900513,-1.0656614303588867
0.20079919695854187,0.2871224880218506,0.1702977865934372,-1.4878685474395752,-1.5255640745162964,-1.073380470275879
