time,Arr_CUHI_0,Arr_CUHI_0_JJA,Arr_CUHI_0_DJF,Arr_SUHI_0,Arr_SUHI_0_JJA,Arr_SUHI_0_DJF,Arr_CUHI_1,Arr_CUHI_1_JJA,Arr_CUHI_1_DJF,Arr_SUHI_1,Arr_SUHI_1_JJA,Arr_SUHI_1_DJF,Arr_CUHI_2,Arr_CUHI_2_JJA,Arr_CUHI_2_DJF,Arr_SUHI_2,Arr_SUHI_2_JJA,Arr_SUHI_2_DJF
2081,0.7292509078979492,0.8141300678253174,0.6412948369979858,1.2221328020095825,1.3696390390396118,1.0620404481887817,-1.2568397521972656,-1.3495056629180908,-0.9874817132949829,-3.885754346847534,-4.29091739654541,-2.9769809246063232,0.2426607757806778,0.30965080857276917,0.2004835307598114,-1.3553661108016968,-1.4569627046585083,-1.0383014678955078
2082,0.7317700386047363,0.838699221611023,0.6306082606315613,1.2056320905685425,1.4130946397781372,1.0170390605926514,-1.2741074562072754,-1.4079444408416748,-0.9688126444816589,-3.9683384895324707,-4.472841262817383,-2.9400079250335693,0.23500840365886688,0.3131231665611267,0.19302956759929657,-1.4342206716537476,-1.5456559658050537,-1.0512524843215942
2083,0.7324649691581726,0.8231368064880371,0.6514900326728821,1.2206672430038452,1.4023106098175049,1.0590555667877197,-1.2752989530563354,-1.3881089687347412,-0.998957097530365,-3.9372663497924805,-4.367814540863037,-2.9741291999816895,0.22913147509098053,0.3019534647464752,0.20432506501674652,-1.421215534210205,-1.5217816829681396,-1.032562255859375
2084,0.7284266352653503,0.8479601144790649,0.6113126277923584,1.2209291458129883,1.4828039407730103,1.0249431133270264,-1.2869770526885986,-1.4472581148147583,-0.9892821311950684,-3.9494292736053467,-4.472451210021973,-2.9378771781921387,0.22526682913303375,0.31316834688186646,0.16505031287670135,-1.429055094718933,-1.5141900777816772,-1.0746676921844482
2085,0.7258480191230774,0.8346440196037292,0.6326477527618408,1.2151672840118408,1.413723111152649,1.007041335105896,-1.2976665496826172,-1.4242072105407715,-1.0311126708984375,-3.9657516479492188,-4.444163799285889,-3.070261240005493,0.21526072919368744,0.3030889928340912,0.17903564870357513,-1.4582055807113647,-1.5618231296539307,-1.129854440689087
2086,0.7341784834861755,0.8365845680236816,0.6133528351783752,1.2160335779190063,1.442004919052124,0.9775460362434387,-1.2897218465805054,-1.3935421705245972,-0.9793922305107117,-4.026338577270508,-4.467391014099121,-2.972322463989258,0.22310644388198853,0.3005795478820801,0.16383525729179382,-1.4985835552215576,-1.5812649726867676,-1.1316416263580322
2087,0.7159958481788635,0.8106100559234619,0.6545063853263855,1.205118179321289,1.41989266872406,1.0818045139312744,-1.2717628479003906,-1.332208514213562,-0.9984225630760193,-3.900104284286499,-4.227200031280518,-2.935986280441284,0.20338886976242065,0.288711279630661,0.19578059017658234,-1.4595110416412354,-1.503218650817871,-1.0404064655303955
2088,0.7262767553329468,0.8152421116828918,0.6252360939979553,1.2235724925994873,1.4143377542495728,1.0023218393325806,-1.2638919353485107,-1.334843635559082,-0.9816962480545044,-3.920478582382202,-4.333427429199219,-2.94748854637146,0.2092561274766922,0.28472691774368286,0.17172326147556305,-1.4769539833068848,-1.5792306661605835,-1.1031861305236816
2089,0.729093074798584,0.838051974773407,0.6198728084564209,1.2119660377502441,1.4573498964309692,0.9890826344490051,-1.2948569059371948,-1.4191049337387085,-0.9829115867614746,-3.974754571914673,-4.4352898597717285,-2.9564428329467773,0.21029341220855713,0.2935510575771332,0.16659724712371826,-1.5006401538848877,-1.573547124862671,-1.1077581644058228
2090,0.7063250541687012,0.8137942552566528,0.630950391292572,1.1781076192855835,1.4208133220672607,1.0579842329025269,-1.2650185823440552,-1.3726688623428345,-0.9504779577255249,-3.8979625701904297,-4.317616939544678,-2.8546688556671143,0.19268105924129486,0.2770116329193115,0.18548762798309326,-1.488113522529602,-1.559734582901001,-1.0259711742401123
2091,0.7234662771224976,0.823621392250061,0.6087589859962463,1.2267688512802124,1.444125771522522,1.003851294517517,-1.271506905555725,-1.3754172325134277,-0.9924101829528809,-3.9165306091308594,-4.354894161224365,-2.9409334659576416,0.20987001061439514,0.2889917492866516,0.15410473942756653,-1.4657294750213623,-1.5552021265029907,-1.109962821006775
2092,0.7055311799049377,0.8102352023124695,0.6211703419685364,1.1886588335037231,1.4055737257003784,0.9858844876289368,-1.2813552618026733,-1.3586630821228027,-1.0443921089172363,-3.9009506702423096,-4.264474868774414,-3.060788154602051,0.1869799643754959,0.2789415121078491,0.14681142568588257,-1.4890094995498657,-1.5453304052352905,-1.170706033706665
2093,0.7151361703872681,0.820315420627594,0.6259715557098389,1.1927433013916016,1.4507389068603516,1.0336354970932007,-1.3148306608200073,-1.395187497138977,-1.0075162649154663,-3.996365785598755,-4.36796760559082,-2.977118968963623,0.18868577480316162,0.27624884247779846,0.16756363213062286,-1.5265142917633057,-1.5741184949874878,-1.098243236541748
2094,0.7150922417640686,0.8261326551437378,0.6015099883079529,1.2108433246612549,1.4448857307434082,0.9577875137329102,-1.2951449155807495,-1.3879215717315674,-1.0105055570602417,-3.9421093463897705,-4.331799507141113,-3.014408588409424,0.1990230679512024,0.2929309606552124,0.1437637060880661,-1.4794461727142334,-1.5269980430603027,-1.170046091079712
2095,0.7108239531517029,0.8439905047416687,0.6017402410507202,1.1788700819015503,1.4725456237792969,0.9698482155799866,-1.3172472715377808,-1.4659574031829834,-1.011788010597229,-3.99750018119812,-4.468100547790527,-2.9692697525024414,0.18947777152061462,0.2900940775871277,0.14026480913162231,-1.5234225988388062,-1.5721888542175293,-1.1372096538543701
2096,0.6973732709884644,0.8098324537277222,0.6306554675102234,1.172289252281189,1.430552363395691,1.0579160451889038,-1.2814663648605347,-1.3767122030258179,-1.0240875482559204,-3.896366834640503,-4.272538185119629,-3.0034384727478027,0.18038105964660645,0.27100929617881775,0.15952347218990326,-1.4928255081176758,-1.5424591302871704,-1.1169875860214233
2097,0.7323266267776489,0.8254350423812866,0.6145898699760437,1.239033579826355,1.4305541515350342,0.9802876710891724,-1.2941707372665405,-1.381711721420288,-1.0006521940231323,-3.9783976078033447,-4.385456085205078,-3.0148203372955322,0.21265515685081482,0.28924256563186646,0.1571536362171173,-1.4869464635849,-1.5767650604248047,-1.1512205600738525
2098,0.7042058706283569,0.821291446685791,0.6154517531394958,1.19480299949646,1.460472583770752,1.0208439826965332,-1.2663862705230713,-1.3792808055877686,-0.9662045240402222,-3.892397880554199,-4.30700159072876,-2.8860576152801514,0.19306057691574097,0.2813853323459625,0.1674237698316574,-1.477038860321045,-1.5313705205917358,-1.0655717849731445
2099,0.7202211618423462,0.8329678773880005,0.6154031753540039,1.2245887517929077,1.494992733001709,0.9942507147789001,-1.291432499885559,-1.3997113704681396,-0.9685847163200378,-3.9562323093414307,-4.337028980255127,-2.9070699214935303,0.20084628462791443,0.28716152906417847,0.17035068571567535,-1.4877849817276,-1.5254907608032227,-1.0732924938201904
