Arr_CUHI_2,Arr_CUHI_2_JJA,Arr_CUHI_2_DJF,Arr_SUHI_2,Arr_SUHI_2_JJA,Arr_SUHI_2_DJF
0.7571877837181091,0.8268006443977356,0.6850385665893555,1.2071272134780884,1.3044990301132202,1.104785442352295
0.7420057058334351,0.8212720155715942,0.654475212097168,1.140875220298767,1.2553095817565918,1.043060302734375
0.7339324355125427,0.8076172471046448,0.6740903854370117,1.106630563735962,1.1779608726501465,1.0438979864120483
0.7378004789352417,0.8024893999099731,0.6789469718933105,1.0795232057571411,1.1384512186050415,1.0583600997924805
0.7293646931648254,0.7943594455718994,0.6582087278366089,1.0318390130996704,1.0983301401138306,0.9682400226593018
0.7039948105812073,0.7692516446113586,0.6545664668083191,0.9677292108535767,1.012906789779663,0.9680818915367126
0.6974184513092041,0.7667008638381958,0.6476668119430542,0.8973064422607422,0.9313146471977234,0.9049943685531616
0.707128643989563,0.7755839824676514,0.6653472185134888,0.8948900103569031,0.9320018291473389,0.9379912614822388
0.7025023698806763,0.7704721689224243,0.6363069415092468,0.8718113899230957,0.9214287400245667,0.8898129463195801
0.6882173418998718,0.7600832581520081,0.6145380735397339,0.8336063027381897,0.8670269846916199,0.7711520195007324
0.6887074708938599,0.7674566507339478,0.6235801577568054,0.7817435264587402,0.8372762203216553,0.7863978147506714
0.6799732446670532,0.74992835521698,0.6080130338668823,0.7358900308609009,0.7811583280563354,0.7422192096710205
0.6699144244194031,0.7393245697021484,0.6089685559272766,0.6856022477149963,0.7168019413948059,0.7150701880455017
0.6620734930038452,0.7318063974380493,0.6029828190803528,0.6419112682342529,0.6926852464675903,0.6865633130073547
0.6628361940383911,0.7182098627090454,0.5838099122047424,0.639793872833252,0.6222623586654663,0.6085425019264221
0.6329914927482605,0.7130883932113647,0.5889367461204529,0.5327382683753967,0.6030738949775696,0.6371146440505981
0.6386899352073669,0.6897928714752197,0.6006787419319153,0.5261467695236206,0.5142660737037659,0.5457267165184021
0.6335371732711792,0.6911395788192749,0.5867498517036438,0.46462684869766235,0.472400963306427,0.6133324503898621
0.6311060190200806,0.6918591856956482,0.5774084329605103,0.47374996542930603,0.4603576362133026,0.5288960337638855
0.6038605570793152,0.6715174317359924,0.5704953670501709,0.3774571418762207,0.38255974650382996,0.46551716327667236
0.6188049912452698,0.6757237911224365,0.569492757320404,0.36226367950439453,0.3115328848361969,0.449818879365921
0.615866482257843,0.697202205657959,0.5466184020042419,0.33431631326675415,0.36217954754829407,0.41298502683639526
0.5789440870285034,0.6423539519309998,0.5506829023361206,0.2561008334159851,0.24750420451164246,0.383853018283844
0.5909223556518555,0.6471158266067505,0.561345636844635,0.23135128617286682,0.1971040517091751,0.38650819659233093
0.6002330183982849,0.6607103943824768,0.5571689009666443,0.22556394338607788,0.1978795975446701,0.39532190561294556
0.5706568956375122,0.6220196485519409,0.5478488802909851,0.16986913979053497,0.1512748897075653,0.3473720848560333
0.5634313821792603,0.6127904057502747,0.5142479538917542,0.1361323446035385,0.07938624173402786,0.2174350917339325
