time,Arr_FIRA_U_0,Arr_FIRA_U_0_JJA,Arr_FIRA_U_0_DJF,Arr_FSA_U_0,Arr_FSA_U_0_JJA,Arr_FSA_U_0_DJF,Arr_FSH_U_0,Arr_FSH_U_0_JJA,Arr_FSH_U_0_DJF,Arr_FGR_U_0,Arr_FGR_U_0_JJA,Arr_FGR_U_0_DJF,Arr_EFLX_LH_TOT_U_0,Arr_EFLX_LH_TOT_U_0_JJA,Arr_EFLX_LH_TOT_U_0_DJF,Arr_AC_0,Arr_AC_0_JJA,Arr_AC_0_DJF,Arr_HEAT_0,Arr_HEAT_0_JJA,Arr_HEAT_0_DJF,Arr_AHF_0,Arr_AHF_0_JJA,Arr_AHF_0_DJF,Arr_WASTEHEAT_0,Arr_WASTEHEAT_0_JJA,Arr_WASTEHEAT_0_DJF
2025,67.5067367553711,70.67982482910156,60.12544250488281,160.75624084472656,183.45835876464844,119.99654388427734,57.11933135986328,66.54559326171875,39.617210388183594,-2.6245410442352295,1.3309627771377563,-8.95616340637207,39.823795318603516,45.45919418334961,31.346797943115234,0.0020187972113490105,0.005604919511824846,5.149628486833535e-05,0.06708072125911713,0.0037738627288490534,0.16731169819831848,0.08169544488191605,0.00784559827297926,0.20081521570682526,0.014614741317927837,0.004071734845638275,0.03350350260734558
2026,67.21635437011719,69.64586639404297,59.259239196777344,159.82400512695312,181.36170959472656,119.45594787597656,56.549964904785156,66.71415710449219,40.345943450927734,-2.3678224086761475,1.1669518947601318,-9.749159812927246,39.45895004272461,44.396820068359375,31.868139266967773,0.0020270366221666336,0.005207565613090992,0.00011047696898458526,0.06322434544563293,0.003719491418451071,0.18546921014785767,0.07708000391721725,0.007570251356810331,0.2226133942604065,0.013855651021003723,0.0038507599383592606,0.03714420646429062
2027,66.57303619384766,69.5118637084961,58.52812194824219,159.91586303710938,181.5677490234375,118.65019989013672,56.52308654785156,65.99198913574219,39.786720275878906,-2.4793670177459717,1.0523546934127808,-8.91982650756836,40.33737564086914,45.509559631347656,31.362600326538086,0.0017775723244994879,0.004804876632988453,7.644807192264125e-05,0.06730090081691742,0.003643633332103491,0.17071712017059326,0.08182139694690704,0.00723304133862257,0.204912006855011,0.014520499855279922,0.003589407540857792,0.03419489040970802
2028,66.58866119384766,68.84745788574219,59.2390251159668,159.5936737060547,180.4209442138672,119.04598999023438,56.5435791015625,66.01917266845703,41.57013702392578,-2.473167657852173,1.0039212703704834,-10.448177337646484,39.94781494140625,45.099491119384766,31.054588317871094,0.001715781749226153,0.0047507937997579575,5.758959741797298e-05,0.06516820192337036,0.0037075127474963665,0.19370853900909424,0.07922623306512833,0.007283440325409174,0.23247456550598145,0.014058038592338562,0.003575927810743451,0.038766007870435715
2029,66.94638061523438,68.53433990478516,59.707679748535156,159.9913787841797,180.3599853515625,121.1014404296875,56.989376068115234,64.72590637207031,40.349578857421875,-3.0548219680786133,1.1365379095077515,-8.84116268157959,40.285675048828125,46.594303131103516,31.99204444885254,0.0021929533686488867,0.006203262135386467,7.058855408104137e-05,0.07555469870567322,0.0043288785964250565,0.16853290796279907,0.09197098761796951,0.008883672766387463,0.20227307081222534,0.016416311264038086,0.004554795101284981,0.033740174025297165
2030,65.54127502441406,68.57160949707031,59.446678161621094,158.58775329589844,180.0357666015625,119.38715362548828,55.92638397216797,65.32394409179688,40.55436706542969,-2.319244146347046,1.1648224592208862,-9.605668067932129,40.454463958740234,45.532371520996094,31.196901321411133,0.0020012184977531433,0.005367732141166925,6.713548646075651e-05,0.06298471987247467,0.00271555595099926,0.17581434547901154,0.07677476853132248,0.006456464994698763,0.2110174000263214,0.013790047727525234,0.003740909043699503,0.03520302474498749
2031,66.68611145019531,66.94734191894531,61.78641891479492,159.39596557617188,177.62606811523438,121.55996704101562,55.899803161621094,63.9461669921875,38.48293685913086,-2.454528331756592,1.2237650156021118,-8.588990211486816,40.3044548034668,46.084678649902344,31.892131805419922,0.0019845354836434126,0.005278449039906263,3.901796662830748e-05,0.06321554630994797,0.002778420690447092,0.16507169604301453,0.07704288512468338,0.006479660049080849,0.19810374081134796,0.013827338814735413,0.0037012395914644003,0.033032044768333435
2032,66.78097534179688,68.99932098388672,59.03525924682617,158.98204040527344,180.17672729492188,119.24143981933594,55.51515579223633,64.920166015625,42.5324821472168,-2.813774824142456,1.3496521711349487,-10.703539848327637,40.616268157958984,45.53959274291992,30.90239715576172,0.0020537031814455986,0.00539536215364933,5.441024404717609e-05,0.06995642185211182,0.003511616960167885,0.21436858177185059,0.08517324179410934,0.007434424944221973,0.257270872592926,0.015216833911836147,0.003922808449715376,0.042902298271656036
2033,66.057861328125,68.74871063232422,59.42335891723633,158.6834716796875,179.71115112304688,120.25257110595703,57.24675750732422,66.42505645751953,40.24818420410156,-2.729999542236328,1.1141595840454102,-8.900137901306152,39.25141906738281,44.06461715698242,31.623567581176758,0.0020751310512423515,0.005762964021414518,4.543623799690977e-05,0.07644320279359818,0.003925867844372988,0.178183451294899,0.09296973794698715,0.008140286430716515,0.2138722538948059,0.016526520252227783,0.0042144181206822395,0.03568878024816513
2034,65.63272094726562,67.41700744628906,62.07977294921875,158.60484313964844,178.7490692138672,121.84426879882812,54.94719314575195,64.3908920288086,39.773956298828125,-2.4994235038757324,1.1770615577697754,-9.211458206176758,41.584007263183594,46.39805221557617,31.32808494567871,0.0020957770757377148,0.005810439586639404,8.817789057502523e-05,0.0658915787935257,0.0029133374337106943,0.1679760068655014,0.08031713217496872,0.00695066200569272,0.2016012966632843,0.014425565488636494,0.004037325270473957,0.03362530097365379
2035,67.8755111694336,69.28884887695312,62.198036193847656,160.35438537597656,181.3120880126953,121.97620391845703,56.07897186279297,65.41111755371094,39.29386901855469,-2.4731388092041016,1.242884874343872,-9.7152099609375,39.94721603393555,46.024776458740234,32.40694808959961,0.002150904154404998,0.0057631018571555614,7.506371184717864e-05,0.06360991299152374,0.003819481236860156,0.1821405291557312,0.0776180773973465,0.008024424314498901,0.21859429776668549,0.01400817558169365,0.004204944241791964,0.03645377233624458
2036,67.23403930664062,70.8031997680664,57.80964660644531,160.32119750976562,182.92015075683594,118.2337875366211,57.429222106933594,68.64196014404297,39.914363861083984,-2.4548699855804443,1.1858497858047485,-9.30703353881836,39.18600082397461,42.90704345703125,32.000797271728516,0.002020804211497307,0.005442856810986996,4.368665395304561e-05,0.06789134442806244,0.0029080526437610388,0.17597663402557373,0.08267004042863846,0.006716778036206961,0.2112046629190445,0.01477866992354393,0.003808725392445922,0.03522804006934166
2037,64.91925048828125,66.96257019042969,60.41603469848633,158.0060272216797,178.8441619873047,119.80973052978516,54.93633270263672,63.563297271728516,39.002166748046875,-2.425830125808716,0.9317352771759033,-9.085447311401367,41.60478210449219,47.94364929199219,31.60931968688965,0.0019566656555980444,0.005170806776732206,5.053646964370273e-05,0.06301698088645935,0.003515834454447031,0.16580863296985626,0.07678787410259247,0.00729598943144083,0.19903934001922607,0.01377089787274599,0.0037801542785018682,0.033230699598789215
2038,67.20216369628906,67.81766510009766,60.541744232177734,159.9946746826172,179.5550994873047,120.78688049316406,55.98301696777344,64.89582061767578,40.85002899169922,-2.549776554107666,1.3499618768692017,-9.80939769744873,40.43339920043945,46.15846252441406,31.460323333740234,0.002375832060351968,0.006384474225342274,0.00013739144196733832,0.06358487904071808,0.0030768688302487135,0.1783260852098465,0.07771912217140198,0.007500505540519953,0.21406005322933197,0.01413422729820013,0.004423635546118021,0.03573399782180786
2039,67.48748016357422,70.30329132080078,58.58738708496094,160.33438110351562,182.10910034179688,119.68721008300781,57.60951614379883,67.21048736572266,42.69078826904297,-2.730696201324463,1.2616618871688843,-10.646193504333496,39.082969665527344,43.927799224853516,31.54161834716797,0.002260992070659995,0.005879316944628954,0.0001145652131526731,0.06787655502557755,0.003273162292316556,0.20310407876968384,0.08280108124017715,0.007432509213685989,0.24375684559345245,0.01492453645914793,0.0041593462228775024,0.040652766823768616
2040,65.66248321533203,67.27891540527344,59.63370132446289,158.77291870117188,178.57662963867188,119.51842498779297,56.27531433105469,64.35073852539062,41.16851043701172,-2.6287052631378174,1.1906684637069702,-10.134077072143555,40.59663772583008,46.445762634277344,31.19822883605957,0.002216047141700983,0.006037484854459763,4.509167047217488e-05,0.06939803063869476,0.0033708398696035147,0.18574488162994385,0.08459960669279099,0.007642925716936588,0.22291898727416992,0.015201589092612267,0.004272087477147579,0.037174105644226074
2041,65.60547637939453,66.56158447265625,59.9249382019043,158.28530883789062,177.44216918945312,120.25743103027344,56.20108413696289,64.48863983154297,38.21718215942383,-2.9501821994781494,1.2442911863327026,-8.579903602600098,40.61943817138672,45.8828239440918,32.73889923095703,0.0026619324926286936,0.0075868540443480015,7.886563253123313e-05,0.07254333794116974,0.004048045724630356,0.16403314471244812,0.08863025903701782,0.009352024644613266,0.19691389799118042,0.016086911782622337,0.00530397891998291,0.032880749553442
2042,66.8603286743164,69.14393615722656,61.06041717529297,159.68209838867188,181.24876403808594,121.36013793945312,55.45606994628906,65.26458740234375,38.79571533203125,-2.3578639030456543,1.2748693227767944,-8.733080863952637,40.76435089111328,46.22598648071289,32.306556701660156,0.002298410516232252,0.006086039822548628,9.855635289568454e-05,0.06154363974928856,0.0038021092768758535,0.16831721365451813,0.07522042840719223,0.008180137723684311,0.20200105011463165,0.013676782138645649,0.004378027748316526,0.03368384391069412
2043,66.01371765136719,69.25057220458984,57.851051330566406,159.4494171142578,182.32315063476562,118.53209686279297,55.71728515625,66.44984436035156,38.84343338012695,-2.21244478225708,1.3719629049301147,-9.2029447555542,40.931884765625,45.84751510620117,33.169219970703125,0.002367038745433092,0.006536794360727072,7.466816896339878e-05,0.06173264607787132,0.0032009850256145,0.16974133253097534,0.07548477500677109,0.007710560690611601,0.20373696088790894,0.013752150349318981,0.004509576130658388,0.03399563208222389
2044,65.65288543701172,68.75920104980469,61.18303298950195,158.8727264404297,181.01502990722656,121.13011932373047,55.13151931762695,65.23567199707031,37.42539978027344,-2.441633462905884,1.1477959156036377,-8.2901029586792,41.60286331176758,46.57925033569336,32.77928161621094,0.0024099380243569613,0.0063445656560361385,4.450474079931155e-05,0.06296687573194504,0.00330212339758873,0.15170127153396606,0.07699201256036758,0.007729570381343365,0.18209022283554077,0.014025133103132248,0.004427446983754635,0.03038894571363926
2045,66.91710662841797,69.10970306396484,59.36127471923828,159.9064178466797,181.07969665527344,119.3543701171875,56.569366455078125,66.30651092529297,41.13492202758789,-2.355750560760498,1.276768445968628,-9.377054214477539,39.842315673828125,45.02275466918945,30.466609954833984,0.002332440111786127,0.005915264133363962,9.859496640274301e-05,0.06178334355354309,0.00270637683570385,0.17119203507900238,0.07553111761808395,0.006763632874935865,0.20548324286937714,0.013747774064540863,0.004057256504893303,0.03429124131798744
2046,65.47154235839844,65.61929321289062,59.785919189453125,158.3450164794922,177.47911071777344,120.60366821289062,55.404056549072266,63.135704040527344,39.84343719482422,-2.4895005226135254,1.2440214157104492,-9.853327751159668,41.046104431152344,48.2088623046875,33.08110427856445,0.002469893777742982,0.00684848427772522,9.007877815747634e-05,0.06545308977365494,0.003166662761941552,0.1905515342950821,0.08001130819320679,0.007863542065024376,0.22870273888111115,0.014558193273842335,0.004696879535913467,0.03815120458602905
2047,66.6602554321289,68.73365783691406,57.24306869506836,160.10353088378906,180.75247192382812,117.95248413085938,56.85369110107422,66.06753540039062,41.576568603515625,-2.5704007148742676,1.298981785774231,-10.475067138671875,40.26937484741211,45.295799255371094,31.945274353027344,0.002292012330144644,0.005882174242287874,7.789273513481021e-05,0.06833012402057648,0.0041880616918206215,0.19412122666835785,0.08336248993873596,0.008530260063707829,0.2329951375722885,0.01503235287964344,0.00434219790622592,0.03887393698096275
2048,64.51822662353516,66.67750549316406,59.61248016357422,157.8643798828125,178.1278076171875,119.52175903320312,55.733642578125,64.15081024169922,39.1126708984375,-2.673006296157837,1.182735800743103,-9.407940864562988,41.43004608154297,46.79730224609375,32.3515510559082,0.002413048641756177,0.006228207610547543,8.832155435811728e-05,0.07078896462917328,0.003028720850124955,0.16909387707710266,0.08638123422861099,0.007324990350753069,0.20294196903705597,0.015592256560921669,0.00429626926779747,0.03384809195995331
2049,66.07337951660156,68.45411682128906,60.07637405395508,159.04202270507812,179.5951690673828,121.01854705810547,56.960235595703125,67.32090759277344,39.79631805419922,-2.5593016147613525,1.0635075569152832,-8.938433647155762,39.69820022583008,43.56795120239258,32.156517028808594,0.002535188104957342,0.006894436199218035,9.95859518297948e-05,0.06627596169710159,0.004636499099433422,0.16608668863773346,0.08103655278682709,0.009651259519159794,0.19936734437942505,0.01476058829575777,0.005014760885387659,0.03328065201640129
2050,66.11408996582031,68.08152770996094,59.98212814331055,159.56239318847656,180.45425415039062,120.73664093017578,56.208160400390625,66.1219711303711,39.3048210144043,-2.1557376384735107,1.189466118812561,-8.429789543151855,40.407344818115234,45.75010299682617,31.84272003173828,0.00228919368237257,0.006260657217353582,7.34614732209593e-05,0.0590800978243351,0.003168341238051653,0.15550529956817627,0.07225877791643143,0.007523063104599714,0.1866534799337387,0.013178679160773754,0.004354721866548061,0.031148163601756096
2051,66.11540222167969,69.17769622802734,58.86438751220703,159.563232421875,181.73060607910156,119.53053283691406,56.412025451660156,66.81781768798828,38.85934829711914,-2.273263454437256,1.6175822019577026,-8.224589347839355,40.379425048828125,44.87401580810547,31.993318557739258,0.0027178479358553886,0.007115384563803673,0.00010538310743868351,0.06140764057636261,0.002983078360557556,0.1565309315919876,0.07530564069747925,0.007810532581061125,0.18789319694042206,0.01389799639582634,0.004827453754842281,0.03136228024959564
2052,65.6333999633789,67.3456802368164,61.148250579833984,159.00164794921875,180.0235595703125,121.75495147705078,55.08489990234375,64.7148666381836,37.681949615478516,-2.131049871444702,1.1255762577056885,-8.284134864807129,41.39344024658203,47.503787994384766,33.117401123046875,0.0023246079217642546,0.006200349889695644,7.353335240622982e-05,0.05762786045670509,0.003407062264159322,0.15404000878334045,0.07053172588348389,0.007756347302347422,0.1849101483821869,0.012903878465294838,0.004349285736680031,0.030870141461491585
2053,66.757568359375,69.42459106445312,59.86290740966797,160.03317260742188,182.14303588867188,120.41996002197266,56.351097106933594,67.53643798828125,38.688472747802734,-2.2439897060394287,1.3501700162887573,-8.878340721130371,40.237030029296875,44.65176773071289,32.766605377197266,0.0027175035793334246,0.0070617408491671085,0.00012962662731297314,0.0593678317964077,0.0035509096924215555,0.15585556626319885,0.07286018878221512,0.00845646858215332,0.1870875358581543,0.013492394238710403,0.004905558191239834,0.031231967732310295
2054,66.12511444091797,68.8987045288086,59.504093170166016,159.55462646484375,181.23941040039062,119.9007339477539,55.70504379272461,66.42115783691406,38.65359878540039,-1.9799485206604004,1.4801716804504395,-8.398443222045898,40.73173522949219,45.25847244262695,32.1212272644043,0.002675824100151658,0.007417157292366028,7.454026490449905e-05,0.0561719611287117,0.0026026125997304916,0.1540369838476181,0.06899797916412354,0.00753004988655448,0.1849074810743332,0.012826021760702133,0.004927436355501413,0.030870504677295685
2055,66.81583404541016,69.98941040039062,60.6732063293457,159.97666931152344,181.61961364746094,121.14351654052734,57.439979553222656,68.6776123046875,40.70173263549805,-2.380190372467041,1.377691626548767,-8.710461616516113,39.19849395751953,42.37028503417969,30.58269500732422,0.0027186383958905935,0.007200445048511028,0.0001830284745665267,0.06022023782134056,0.004374027252197266,0.1626156121492386,0.07388505339622498,0.009532042779028416,0.19524846971035004,0.013664818368852139,0.005158015061169863,0.03263285011053085
2056,66.31324005126953,68.89263153076172,60.398983001708984,159.97027587890625,182.22193908691406,120.5602035522461,56.80601119995117,66.35107421875,40.99103927612305,-2.400601625442505,1.2271960973739624,-9.528903007507324,40.293582916259766,46.40568923950195,30.942527770996094,0.0024019062984734774,0.00667179562151432,0.00010328812641091645,0.06406068056821823,0.002888310234993696,0.18095770478248596,0.07829552888870239,0.007406332995742559,0.2172207236289978,0.014234841801226139,0.004518022760748863,0.03626300022006035
2057,66.87954711914062,69.61007690429688,59.7953987121582,160.51271057128906,181.9139404296875,120.60785675048828,57.83185958862305,67.94136047363281,38.73041534423828,-2.360236167907715,1.0965431928634644,-7.666042327880859,39.25497055053711,43.975128173828125,31.618846893310547,0.002675483236089349,0.006697842851281166,0.00019563152454793453,0.0645836815237999,0.004998046904802322,0.1424293965101242,0.07909480482339859,0.009973491542041302,0.17101120948791504,0.01451113447546959,0.004975446499884129,0.028581781312823296
2058,65.83317565917969,68.08279418945312,58.355899810791016,159.49041748046875,180.52635192871094,119.48149871826172,56.421104431152344,65.61798095703125,38.87548828125,-2.1338393688201904,1.181376576423645,-8.045995712280273,40.4136848449707,46.49856185913086,32.23797607421875,0.0028126805555075407,0.008163985796272755,0.00011072940833400935,0.05704515799880028,0.0030427011661231518,0.15313652157783508,0.07012390345335007,0.00848670769482851,0.18383869528770447,0.013078737072646618,0.005444006994366646,0.03070218302309513
2059,65.57320404052734,69.71707916259766,57.63629913330078,160.07754516601562,183.83114624023438,118.99559783935547,57.520259857177734,68.48387908935547,39.575904846191406,-2.1778757572174072,1.4582654237747192,-8.635098457336426,40.22500991821289,44.991294860839844,32.45880889892578,0.0029031806625425816,0.007764782756567001,0.00016413163393735886,0.057436298578977585,0.0026699486188590527,0.16289269924163818,0.07064595818519592,0.007798465900123119,0.19556613266468048,0.013209667056798935,0.005128515884280205,0.03267340734601021
2060,65.34772491455078,67.76886749267578,58.467960357666016,159.26513671875,180.4190673828125,119.21641540527344,56.01233673095703,66.56153106689453,38.67788314819336,-2.0985422134399414,1.3048913478851318,-8.73150634765625,41.049068450927734,45.59366989135742,32.81201934814453,0.0027756947092711926,0.007525808643549681,0.00011102929420303553,0.05981450155377388,0.003028081962838769,0.16881462931632996,0.07343388348817825,0.008113143965601921,0.20264527201652527,0.013619372621178627,0.005085062701255083,0.03383063152432442
2061,66.50171661376953,69.16756439208984,60.141937255859375,160.41844177246094,182.4637451171875,121.68830871582031,56.265846252441406,66.92035675048828,39.623741149902344,-2.13254976272583,1.4720838069915771,-7.959656715393066,40.81357192993164,45.677345275878906,31.783411026000977,0.002835100283846259,0.007432605139911175,0.00010530482541071251,0.05853302776813507,0.0026996841188520193,0.15270555019378662,0.071922667324543,0.007643038406968117,0.1833282858133316,0.01338963396847248,0.004943354520946741,0.030622731894254684
2062,66.39020538330078,69.82504272460938,56.8087043762207,160.74693298339844,183.27227783203125,118.49921417236328,57.81449508666992,68.47151947021484,40.32004165649414,-2.0508832931518555,1.2350289821624756,-8.893472671508789,39.623291015625,44.43854522705078,32.36214828491211,0.0028201669920235872,0.006903122644871473,0.0002179059956688434,0.057572875171899796,0.0026558316312730312,0.15773989260196686,0.07076583057641983,0.007278778590261936,0.18941758573055267,0.013192941434681416,0.004622947424650192,0.03167768567800522
2063,64.12882232666016,65.6684799194336,61.11792755126953,158.12974548339844,178.7195587158203,121.86659240722656,55.34359359741211,64.48640441894531,36.32402038574219,-2.1329874992370605,1.112587809562683,-8.313063621520996,41.826927185058594,48.221717834472656,34.606849670410156,0.003138738451525569,0.008686501532793045,0.0001526500709587708,0.056595414876937866,0.0028155518230050802,0.15470777451992035,0.06977715343236923,0.008515738882124424,0.18570920825004578,0.013181747868657112,0.005700187757611275,0.031001416966319084
2064,66.91905212402344,68.89431762695312,61.42760467529297,160.5196075439453,181.59239196777344,122.40474700927734,55.54166030883789,66.81690216064453,37.878395080566406,-2.123607635498047,1.3267074823379517,-7.852898597717285,41.22146224975586,45.4413948059082,32.79697799682617,0.0030139503069221973,0.008137205615639687,0.0001249575288966298,0.05681755766272545,0.0032910832669585943,0.14531075954437256,0.069975845515728,0.008793731220066547,0.17444799840450287,0.013158289715647697,0.005502646788954735,0.02913723699748516
2065,66.56672668457031,70.4301986694336,58.38126754760742,160.7108612060547,184.3783721923828,119.75201416015625,56.841636657714844,69.30219268798828,39.7021484375,-1.9621131420135498,1.3035558462142944,-8.699697494506836,40.26333236694336,44.09707260131836,32.3886833190918,0.00270254397764802,0.007089577149599791,9.489688818575814e-05,0.0574326366186142,0.0030488779302686453,0.15846319496631622,0.07052487134933472,0.007853993214666843,0.1902158409357071,0.013092241249978542,0.004805114585906267,0.03175262361764908
2066,64.03984069824219,66.66095733642578,59.95271682739258,158.3476104736328,179.40451049804688,121.56660461425781,55.93857955932617,65.19346618652344,38.045928955078125,-2.396000385284424,1.2897998094558716,-8.866006851196289,41.902244567871094,47.19523620605469,34.46562957763672,0.0032531418837606907,0.009094307199120522,0.0001650147751206532,0.061757463961839676,0.0028825667686760426,0.16374735534191132,0.07603324949741364,0.00883112009614706,0.19659823179244995,0.014275779947638512,0.005948553327471018,0.03285086527466774
2067,66.10636901855469,67.87480163574219,59.01673126220703,159.90066528320312,180.59130859375,120.47865295410156,55.97353744506836,66.00090026855469,41.10191345214844,-2.3023877143859863,1.4198206663131714,-9.408853530883789,41.23366165161133,46.117408752441406,31.92350959777832,0.0030888239853084087,0.007968693040311337,0.00015134697605390102,0.06248991936445236,0.0037278281524777412,0.17541515827178955,0.0768212303519249,0.009192029945552349,0.2105870544910431,0.014331292361021042,0.005464200861752033,0.035171881318092346
2068,65.21923065185547,69.26448822021484,55.9196662902832,159.91366577148438,183.4812469482422,117.6064224243164,57.985572814941406,68.9661636352539,42.333213806152344,-2.4393131732940674,1.5617674589157104,-9.586730003356934,40.27287673950195,44.52313232421875,31.183467864990234,0.002813683357089758,0.007506535854190588,0.0001521877129562199,0.06584292650222778,0.0027433799114078283,0.1776675134897232,0.08068576455116272,0.007746358402073383,0.21332573890686035,0.014842825010418892,0.005002978723496199,0.03565823286771774
2069,65.35435485839844,68.66588592529297,58.786537170410156,159.75421142578125,182.19093322753906,119.75751495361328,58.14557647705078,67.93859100341797,40.460636138916016,-2.353667736053467,1.4232717752456665,-8.614224433898926,39.741424560546875,44.99014663696289,31.12790870666504,0.003039830131456256,0.007601776160299778,0.0002399936638539657,0.06367232650518417,0.002211898099631071,0.15923380851745605,0.0782131627202034,0.007159014232456684,0.19121858477592468,0.014540822245180607,0.0049471165984869,0.03198479488492012
