Arr_FIRA_U_2,Arr_FIRA_U_2_JJA,Arr_FIRA_U_2_DJF,Arr_FSA_U_2,Arr_FSA_U_2_JJA,Arr_FSA_U_2_DJF,Arr_FSH_U_2,Arr_FSH_U_2_JJA,Arr_FSH_U_2_DJF,Arr_FGR_U_2,Arr_FGR_U_2_JJA,Arr_FGR_U_2_DJF,Arr_EFLX_LH_TOT_U_2,Arr_EFLX_LH_TOT_U_2_JJA,Arr_EFLX_LH_TOT_U_2_DJF,Arr_AC_2,Arr_AC_2_JJA,Arr_AC_2_DJF,Arr_HEAT_2,Arr_HEAT_2_JJA,Arr_HEAT_2_DJF,Arr_AHF_2,Arr_AHF_2_JJA,Arr_AHF_2_DJF,Arr_WASTEHEAT_2,Arr_WASTEHEAT_2_JJA,Arr_WASTEHEAT_2_DJF
66.79151916503906,68.34636688232422,59.252891540527344,158.5106201171875,178.3439483642578,118.6646499633789,53.90810775756836,63.111358642578125,38.689144134521484,-2.2039825916290283,1.401919960975647,-9.171104431152344,41.048492431640625,46.00773239135742,32.07391357421875,0.0018063952447846532,0.004821558948606253,6.127593951532617e-05,0.067253977060318,0.0030347055289894342,0.1717568337917328,0.08178338408470154,0.006515313405543566,0.20614522695541382,0.014529421925544739,0.003480608342215419,0.034388381987810135
66.00856018066406,69.08618927001953,58.20098876953125,157.13546752929688,178.49977111816406,116.19409942626953,53.982826232910156,63.19282913208008,37.5560188293457,-2.3259663581848145,1.4022958278656006,-9.207077980041504,40.511680603027344,45.38996887207031,31.826566696166992,0.0019060465274378657,0.005005393642932177,4.068085763719864e-05,0.06301157921552658,0.0038509757723659277,0.1752857118844986,0.07675252854824066,0.007608240004628897,0.21036207675933838,0.013740941882133484,0.003757263533771038,0.0350763238966465
65.74597930908203,67.22457885742188,61.06898498535156,155.94383239746094,175.9009246826172,117.91439819335938,53.41365051269531,62.252872467041016,37.8333740234375,-2.6580352783203125,1.251699686050415,-9.862892150878906,40.539039611816406,45.765445709228516,31.129947662353516,0.0018350549507886171,0.004914192482829094,3.42150051437784e-05,0.07066459953784943,0.0032160452101379633,0.19117872416973114,0.08589258044958115,0.006786607671529055,0.22941997647285461,0.015227979980409145,0.003570561995729804,0.03824124485254288
66.56916046142578,67.49874877929688,60.31697082519531,155.56983947753906,175.07150268554688,117.0971450805664,52.90242385864258,61.06547546386719,37.28025436401367,-2.7188498973846436,1.1588642597198486,-9.32225513458252,39.864864349365234,45.84283447265625,31.043642044067383,0.0016395311104133725,0.004498005844652653,5.176610648049973e-05,0.06992149353027344,0.004376439843326807,0.16986492276191711,0.08488147705793381,0.007928055711090565,0.2038898915052414,0.014959961175918579,0.0035516147036105394,0.034024953842163086
66.06685638427734,67.9172592163086,57.7610969543457,154.76889038085938,174.865966796875,115.41358184814453,52.95518493652344,61.68391418457031,37.494171142578125,-2.6301991939544678,1.2436840534210205,-9.80848503112793,39.42662048339844,44.52241516113281,32.1993522644043,0.001772905234247446,0.004812938626855612,6.0144444432808086e-05,0.06541839241981506,0.004396244417876005,0.1734437495470047,0.07956001162528992,0.008140377700328827,0.20813579857349396,0.014141618274152279,0.0037441335152834654,0.03469206020236015
64.5892562866211,66.74967956542969,58.7196159362793,152.4492645263672,172.1330108642578,114.6200180053711,51.30097198486328,59.43006896972656,35.640377044677734,-2.8397531509399414,1.1718679666519165,-9.572206497192383,40.5142936706543,45.355247497558594,32.095523834228516,0.0018026323523372412,0.004832825623452663,6.561715417774394e-05,0.07062343508005142,0.0045038796961307526,0.19060780107975006,0.08582083135843277,0.008284691721200943,0.2287691831588745,0.015197379514575005,0.0037808113265782595,0.03816140070557594
64.9642105102539,67.30052185058594,59.19347381591797,151.99549865722656,172.0160675048828,113.83576965332031,50.426116943359375,59.05333709716797,36.23662185668945,-2.6648154258728027,1.1619709730148315,-10.360177040100098,40.362892150878906,45.04590606689453,31.140148162841797,0.0018187195528298616,0.004519178997725248,1.8648168406798504e-05,0.07328908890485764,0.004408701788634062,0.20072415471076965,0.08903569728136063,0.007995412684977055,0.24086518585681915,0.015746625140309334,0.003586710663512349,0.0401410236954689
65.44237518310547,67.68328857421875,59.622249603271484,151.6795196533203,171.90357971191406,113.89402770996094,50.730873107910156,59.15242004394531,36.24374008178711,-2.9215192794799805,1.2724558115005493,-10.002808570861816,39.54790115356445,44.2814826965332,30.37408447265625,0.0016218982636928558,0.00440739281475544,2.2654692656942643e-05,0.0761353150010109,0.003422718495130539,0.1969417929649353,0.09233099967241287,0.0067422655411064625,0.23634441196918488,0.01619567722082138,0.0033195465803146362,0.039402592927217484
65.2198715209961,67.54106903076172,56.53313064575195,151.12290954589844,172.0182342529297,111.5819320678711,50.32969284057617,58.72244644165039,36.30268478393555,-2.7647812366485596,1.380721926689148,-9.396724700927734,39.45120620727539,44.91973876953125,30.378957748413086,0.00159942836035043,0.004483689554035664,3.579089752747677e-05,0.07467101514339447,0.00469788396731019,0.17951053380966187,0.09055973589420319,0.008312772959470749,0.21544554829597473,0.015888718888163567,0.0036148885264992714,0.035935014486312866
63.5224494934082,65.93189239501953,58.802764892578125,149.14146423339844,169.84814453125,112.37882995605469,49.431427001953125,56.92302322387695,33.71868133544922,-2.6894047260284424,1.1796151399612427,-9.194303512573242,39.93313980102539,46.24634552001953,31.16280746459961,0.001479749334976077,0.003978322725743055,6.741569086443633e-05,0.0702856034040451,0.003575804177671671,0.16982023417949677,0.08522345125675201,0.006662960164248943,0.20380592346191406,0.014937861822545528,0.003087155055254698,0.03398570045828819
65.18696594238281,67.91605377197266,58.35694885253906,150.15499877929688,171.24290466308594,111.49483489990234,49.5873908996582,57.86357879638672,33.6031494140625,-2.668769121170044,1.3532557487487793,-9.071260452270508,39.11304473876953,44.617759704589844,30.763547897338867,0.001782536506652832,0.005003840196877718,3.747257505892776e-05,0.06856109201908112,0.004041865933686495,0.16971281170845032,0.08333124220371246,0.007810057140886784,0.2036818414926529,0.014770128764212132,0.0037681907415390015,0.03396903723478317
64.70697021484375,66.68933868408203,57.37761688232422,148.36090087890625,168.2335968017578,110.36125183105469,48.419921875,57.42537307739258,33.92900085449219,-2.412459373474121,1.1877799034118652,-9.86915397644043,38.67226028442383,43.44217300415039,31.214618682861328,0.0017666674684733152,0.004619244486093521,7.683169678784907e-05,0.06473657488822937,0.00400687986984849,0.1880773901939392,0.0787389799952507,0.007564176805317402,0.22572872042655945,0.0140024209395051,0.003557296236976981,0.03765135258436203
