Arr_FIRA_U_1,Arr_FIRA_U_1_JJA,Arr_FIRA_U_1_DJF,Arr_FSA_U_1,Arr_FSA_U_1_JJA,Arr_FSA_U_1_DJF,Arr_FSH_U_1,Arr_FSH_U_1_JJA,Arr_FSH_U_1_DJF,Arr_FGR_U_1,Arr_FGR_U_1_JJA,Arr_FGR_U_1_DJF,Arr_EFLX_LH_TOT_U_1,Arr_EFLX_LH_TOT_U_1_JJA,Arr_EFLX_LH_TOT_U_1_DJF,Arr_AC_1,Arr_AC_1_JJA,Arr_AC_1_DJF,Arr_HEAT_1,Arr_HEAT_1_JJA,Arr_HEAT_1_DJF,Arr_AHF_1,Arr_AHF_1_JJA,Arr_AHF_1_DJF,Arr_WASTEHEAT_1,Arr_WASTEHEAT_1_JJA,Arr_WASTEHEAT_1_DJF
54.7716178894043,54.3988151550293,50.040855407714844,101.20155334472656,114.13796997070312,75.07293701171875,17.552165985107422,21.87628936767578,10.38661003112793,-2.3983941078186035,1.435315489768982,-9.717122077941895,32.30168914794922,36.743408203125,26.65693473815918,0.0008394030737690628,0.002466098638251424,6.419576493499335e-06,0.07528708130121231,0.0043404982425272465,0.18424083292484283,0.09084529429674149,0.006676162593066692,0.22109216451644897,0.015558228828012943,0.0023356645833700895,0.03685132786631584
53.710296630859375,54.69038009643555,49.33727264404297,100.94432067871094,114.95219421386719,73.95759582519531,16.517671585083008,20.4705867767334,9.875571250915527,-2.5965869426727295,1.408022165298462,-9.821553230285645,34.34602737426758,38.72782897949219,26.870365142822266,0.0009245137334801257,0.0026480930391699076,7.88039506005589e-06,0.07121603935956955,0.005248935427516699,0.18797028064727783,0.08601121604442596,0.007878869771957397,0.22556832432746887,0.014795161783695221,0.0026299345772713423,0.03759803622961044
53.640281677246094,53.36753845214844,52.05615997314453,100.82447814941406,114.00596618652344,75.42769622802734,16.335723876953125,20.515092849731445,9.699419021606445,-2.9402658939361572,1.295724630355835,-10.46042251586914,34.876426696777344,39.194271087646484,26.511455535888672,0.0009012597729451954,0.002645420143380761,7.088576694513904e-06,0.07905735075473785,0.004480473231524229,0.20453734695911407,0.09540607035160065,0.0069520254619419575,0.2454371452331543,0.01634872704744339,0.002471552463248372,0.04089978709816933
54.62112808227539,53.86598205566406,51.415626525878906,101.13127899169922,114.042236328125,75.54451751708984,16.262977600097656,20.057998657226562,9.401891708374023,-3.013568639755249,1.1339436769485474,-9.935973167419434,34.31444549560547,39.27780532836914,26.996826171875,0.0007552399183623493,0.002240903442725539,5.602620603895048e-06,0.07833732664585114,0.00600366061553359,0.18275995552539825,0.09445241838693619,0.008536230772733688,0.219313845038414,0.016115108504891396,0.0025325710885226727,0.036553848534822464
54.19422149658203,54.275794982910156,49.08677291870117,101.19189453125,114.55899047851562,74.87877655029297,16.678693771362305,20.670621871948242,10.640299797058105,-2.891981840133667,1.2082754373550415,-10.300589561462402,34.26169967651367,38.70909118652344,27.78531837463379,0.0008416312048211694,0.0024883791338652372,6.610438958887244e-06,0.07325136661529541,0.006043089088052511,0.18438631296157837,0.08840342611074448,0.008731433190405369,0.22125424444675446,0.01515208464115858,0.002688343869522214,0.03686794638633728
53.064361572265625,53.5362548828125,50.18701934814453,100.20104217529297,113.26361083984375,74.66961669921875,16.1905460357666,19.9200382232666,9.234949111938477,-3.1082074642181396,1.1262611150741577,-10.15330696105957,35.16182327270508,39.050418853759766,27.774816513061523,0.0009288284927606583,0.002639222424477339,1.6836722352309152e-05,0.07813186943531036,0.006279715336859226,0.2025737762451172,0.09430890530347824,0.009108276106417179,0.24309669435024261,0.016177041456103325,0.0028285603038966656,0.04052290692925453
53.63370895385742,54.2076301574707,50.9239616394043,100.49542236328125,114.01211547851562,74.87706756591797,15.786764144897461,20.0241641998291,10.362567901611328,-2.9798126220703125,1.186293363571167,-10.907279968261719,35.14381790161133,38.94960021972656,26.975887298583984,0.0009081980679184198,0.0024854387156665325,1.644077769924479e-06,0.08153745532035828,0.005989394150674343,0.21273985505104065,0.0983886793255806,0.008675016462802887,0.2552781105041504,0.016851231455802917,0.0026856206823140383,0.04253823310136795
54.294044494628906,54.77021026611328,51.34395217895508,101.0264892578125,114.58393096923828,75.10797119140625,16.61907386779785,20.512746810913086,10.51145076751709,-3.197652578353882,1.2492190599441528,-10.555450439453125,34.43104934692383,38.35590744018555,26.256071090698242,0.0008056856459006667,0.0023543096613138914,1.3527345572583727e-06,0.08370542526245117,0.004665718879550695,0.2088535875082016,0.10092657059431076,0.007006370462477207,0.2506202757358551,0.0172211155295372,0.002340650884434581,0.04176671430468559
54.20477294921875,54.71218490600586,48.61320877075195,101.24081420898438,115.43199157714844,74.2986831665039,16.686555862426758,20.37324333190918,11.509163856506348,-3.07116961479187,1.36556077003479,-9.86309814453125,34.53753662109375,39.33399200439453,26.37114143371582,0.0008073910139501095,0.002451056381687522,3.961180027545197e-06,0.08273302763700485,0.006428401917219162,0.1903080940246582,0.0997607633471489,0.009177123196423054,0.22836536169052124,0.017027730122208595,0.002748721046373248,0.03805726394057274
52.8124885559082,53.46735382080078,50.73287582397461,100.64187622070312,114.94758605957031,74.76271057128906,16.735477447509766,19.838716506958008,8.726475715637207,-2.9449234008789062,1.2087526321411133,-9.737007141113281,35.10422897338867,40.71363067626953,27.26071548461914,0.0007903905352577567,0.002263609552755952,1.1189875294803642e-05,0.07772297412157059,0.00482161482796073,0.18176618218421936,0.09373649209737778,0.007135362830013037,0.21812446415424347,0.01601347327232361,0.0023137477692216635,0.03635828197002411
