time,Arr_TBOT_1,Arr_TBOT_1_JJA,Arr_TBOT_1_DJF,Arr_FSDS_1,Arr_FSDS_1_JJA,Arr_FSDS_1_DJF,Arr_FLDS_1,Arr_FLDS_1_JJA,Arr_FLDS_1_DJF,Arr_QBOT_1,Arr_QBOT_1_JJA,Arr_QBOT_1_DJF,Arr_PBOT_1,Arr_PBOT_1_JJA,Arr_PBOT_1_DJF,Arr_RAIN_1,Arr_RAIN_1_JJA,Arr_RAIN_1_DJF,Arr_SNOW_1,Arr_SNOW_1_JJA,Arr_SNOW_1_DJF
2080,20.756000518798828,26.503273010253906,14.788400650024414,194.73837280273438,222.933837890625,145.86795043945312,371.3042907714844,403.10467529296875,342.17242431640625,0.011107350699603558,0.013519532978534698,0.009079334326088428,95513.640625,95411.9140625,95710.7578125,3.3144562621600926e-05,3.686553463921882e-05,2.8793976525776088e-05,9.818004400585778e-07,1.786923498059423e-08,2.5416939024580643e-06
2081,20.71628189086914,26.036418914794922,14.093231201171875,193.2855682373047,217.50082397460938,149.3431854248047,370.5262451171875,402.1487731933594,334.1102294921875,0.01104031689465046,0.013549757190048695,0.008333202451467514,95549.1953125,95357.7265625,95728.921875,3.4949815017171204e-05,4.279033964849077e-05,2.9170176276238635e-05,8.373102104997088e-07,1.4461224218109692e-08,2.2735951006325195e-06
2082,20.550386428833008,26.199459075927734,14.224543571472168,195.76133728027344,223.66799926757812,147.03009033203125,368.73486328125,399.7599182128906,338.8897399902344,0.01082381047308445,0.013121013529598713,0.008727037347853184,95543.9296875,95427.703125,95628.65625,3.2467349228681996e-05,3.528368688421324e-05,2.927111017925199e-05,9.063937227438146e-07,1.6303326688671405e-08,2.8496476716100005e-06
2083,20.569530487060547,26.24101448059082,13.983059883117676,194.61520385742188,221.00271606445312,147.72503662109375,369.9269714355469,402.8341979980469,336.6770324707031,0.011029907502233982,0.013674150221049786,0.00854169949889183,95534.9296875,95358.625,95738.6171875,3.391840436961502e-05,4.267543408786878e-05,2.6711115424404852e-05,9.982653637052863e-07,1.1024134494164173e-08,2.720021029745112e-06
2084,20.715848922729492,26.558612823486328,15.151442527770996,194.64768981933594,223.34706115722656,146.52574157714844,371.66839599609375,403.3861999511719,343.749267578125,0.011184349656105042,0.013552127406001091,0.009202329441905022,95571.8125,95420.546875,95763.5703125,3.21292391163297e-05,3.536673466442153e-05,2.883405795728322e-05,9.52994753333769e-07,9.068499728925872e-09,2.254870196338743e-06
2085,21.138240814208984,26.52585220336914,14.826539993286133,194.8521728515625,222.82386779785156,147.97418212890625,373.51019287109375,404.41192626953125,338.7733459472656,0.011352237313985825,0.013846763409674168,0.00863708183169365,95568.40625,95409.0703125,95667.296875,3.405148891033605e-05,4.1400395275559276e-05,2.876564576581586e-05,9.33115188672673e-07,9.491754049406609e-09,2.5749336600711104e-06
2086,20.909053802490234,26.303607940673828,15.356200218200684,195.84974670410156,222.8013458251953,146.6697540283203,370.9696960449219,401.8150634765625,344.6837463378906,0.01094653457403183,0.013249162584543228,0.009207242168486118,95571.1171875,95385.4453125,95648.9296875,3.065596320084296e-05,3.361452399985865e-05,2.9265675038914196e-05,8.47154979055631e-07,1.7373400496012437e-08,2.416688403172884e-06
2087,21.23353385925293,26.764251708984375,14.29516887664795,193.5496063232422,218.00209045410156,147.00125122070312,374.67431640625,408.2699890136719,338.2110290527344,0.011417996138334274,0.01422826573252678,0.00870303064584732,95532.7265625,95388.0078125,95708.75,3.4997523471247405e-05,4.3683790863724425e-05,2.9021219233982265e-05,9.65726485446794e-07,6.7000720527232716e-09,2.8368963285174686e-06
2088,20.891918182373047,26.408897399902344,14.46422004699707,194.9072265625,221.73727416992188,146.70509338378906,371.9661560058594,403.1669616699219,340.1351623535156,0.01111867930740118,0.013595176860690117,0.008844752795994282,95558.0703125,95384.4453125,95744.6328125,3.338938404340297e-05,4.060166247654706e-05,2.7567657525651157e-05,9.238037250725029e-07,1.1857784976143648e-08,2.105674184349482e-06
2089,21.11206817626953,26.736242294311523,15.925054550170898,194.99099731445312,222.07431030273438,145.8873291015625,373.5031433105469,405.41180419921875,347.700439453125,0.011253796517848969,0.013640920631587505,0.009380496107041836,95552.6640625,95429.6640625,95681.5,3.238056888221763e-05,3.531928450684063e-05,3.071830724366009e-05,8.372862225769495e-07,2.671995291692042e-09,2.418128815406817e-06
2090,21.185415267944336,26.501667022705078,14.420897483825684,193.03907775878906,220.62754821777344,145.57196044921875,374.8339538574219,404.9475402832031,340.4145202636719,0.011411451734602451,0.013813198544085026,0.008805456571280956,95554.8203125,95399.5625,95790.390625,3.56458876922261e-05,4.215253284201026e-05,2.9147151508368552e-05,8.361190566574805e-07,9.185698424118982e-09,2.3744644295220496e-06
2091,21.043485641479492,26.65833854675293,15.412713050842285,194.671875,220.5614471435547,146.0433807373047,373.4884033203125,405.8648986816406,345.5498352050781,0.0112297423183918,0.013711870647966862,0.009292343631386757,95586.765625,95404.5703125,95682.09375,3.2805521186674014e-05,3.761751941055991e-05,2.9900498702772893e-05,9.14969973564439e-07,1.0201301137158225e-08,2.4867651973181637e-06
2092,21.39542579650879,26.740436553955078,15.1884126663208,193.3858184814453,219.06092834472656,148.2211151123047,376.1495666503906,407.87640380859375,341.4976806640625,0.011586389504373074,0.014280051924288273,0.008929912000894547,95505.109375,95405.5625,95703.6875,3.724240013980307e-05,4.774520130013116e-05,2.9711622119066305e-05,8.779533118286054e-07,1.2698295748236887e-08,2.219657972091227e-06
2093,21.136356353759766,26.625656127929688,15.129324913024902,195.62173461914062,222.29054260253906,147.0927734375,373.256103515625,405.0101623535156,344.1128234863281,0.011286419816315174,0.01383805088698864,0.009167417883872986,95567.7890625,95376.0234375,95799.8203125,3.380070484126918e-05,4.164308847975917e-05,2.759803828666918e-05,7.763973712826555e-07,1.2094978352195085e-08,2.2776605419494445e-06
2094,21.636594772338867,27.343454360961914,15.083702087402344,194.26901245117188,219.9831085205078,147.0615234375,377.4205627441406,410.9727783203125,342.4198913574219,0.011651217006146908,0.014350583776831627,0.009011423215270042,95525.4375,95388.9921875,95706.7734375,3.532392656779848e-05,4.1845916712190956e-05,3.0791845347266644e-05,8.660244930069894e-07,1.010887729080423e-08,2.2319793515634956e-06
2095,21.57148551940918,27.484983444213867,15.372512817382812,194.81764221191406,223.77090454101562,145.80345153808594,376.6834716796875,409.54669189453125,346.4502868652344,0.011496958322823048,0.014033335261046886,0.009318500757217407,95565.8125,95420.421875,95659.46875,3.326917430968024e-05,3.7432488170452416e-05,3.0293305826489814e-05,7.406763984363351e-07,9.15028230963344e-09,2.2911276573722716e-06
2096,21.411029815673828,27.101896286010742,14.84315299987793,193.40110778808594,220.8872833251953,149.68377685546875,376.6436462402344,409.2752685546875,339.5776672363281,0.011664528399705887,0.0143843749538064,0.008792715147137642,95520.4765625,95383.5390625,95778.125,3.680661757243797e-05,4.507224730332382e-05,2.786929144349415e-05,8.407554901168623e-07,4.0002299250829765e-09,2.2371934846887598e-06
2097,21.375354766845703,26.900127410888672,15.691162109375,195.8770294189453,221.62619018554688,147.2672119140625,374.3017578125,407.15869140625,346.06195068359375,0.01124425046145916,0.013812663964927197,0.009228234179317951,95589.875,95444.9921875,95724.5234375,3.2043182727647945e-05,3.716130959219299e-05,2.802682138280943e-05,8.494210987919359e-07,7.11174275025428e-09,2.3524232801719336e-06
2098,21.793664932250977,27.36347007751465,15.31883430480957,193.34608459472656,220.3210906982422,146.28173828125,379.4429931640625,411.35162353515625,345.9955749511719,0.011759242974221706,0.014231337234377861,0.0092900600284338,95578.6796875,95460.953125,95672.6015625,3.441135413595475e-05,3.8961028621997684e-05,2.9542361517087556e-05,9.001313969747571e-07,7.159210113627523e-09,3.0281826184364036e-06
2099,21.698101043701172,27.23273277282715,15.671521186828613,195.24789428710938,222.34202575683594,144.60455322265625,377.5064392089844,409.3495788574219,348.4809875488281,0.011519597843289375,0.01407444104552269,0.009489821270108223,95562.84375,95447.1484375,95682.703125,3.2696403650334105e-05,3.797434692387469e-05,3.097996523138136e-05,9.253869279746141e-07,4.452133328669561e-09,2.176912630602601e-06
