time,Arr_TBOT_1,Arr_TBOT_1_JJA,Arr_TBOT_1_DJF,Arr_FSDS_1,Arr_FSDS_1_JJA,Arr_FSDS_1_DJF,Arr_FLDS_1,Arr_FLDS_1_JJA,Arr_FLDS_1_DJF,Arr_QBOT_1,Arr_QBOT_1_JJA,Arr_QBOT_1_DJF,Arr_PBOT_1,Arr_PBOT_1_JJA,Arr_PBOT_1_DJF,Arr_RAIN_1,Arr_RAIN_1_JJA,Arr_RAIN_1_DJF,Arr_SNOW_1,Arr_SNOW_1_JJA,Arr_SNOW_1_DJF
2069,19.91635513305664,25.529434204101562,13.656067848205566,193.4278106689453,219.87550354003906,146.20753479003906,366.3607482910156,397.1523742675781,334.35357666015625,0.010664177127182484,0.013060224242508411,0.00838232971727848,95514.7734375,95367.2109375,95769.8046875,3.390448182472028e-05,4.161958713666536e-05,2.780657450784929e-05,1.0938538252958097e-06,1.2936188120704628e-08,2.610051296869642e-06
2070,19.93317222595215,25.413419723510742,13.332853317260742,195.3003692626953,221.58001708984375,146.77908325195312,364.5489501953125,395.4501953125,333.24322509765625,0.010545431636273861,0.012922057881951332,0.008266379125416279,95550.0078125,95367.578125,95780.6015625,3.23818348988425e-05,3.986822775914334e-05,2.5816596462391317e-05,9.383750239067012e-07,2.776748964095077e-08,2.4497242065990577e-06
2071,20.004148483276367,25.93512535095215,14.091097831726074,194.4262237548828,220.9454803466797,146.77740478515625,366.4598083496094,399.6719665527344,337.0559387207031,0.010702580213546753,0.013242117129266262,0.008644591085612774,95537.2578125,95353.296875,95590.7578125,3.256542913732119e-05,4.0229828300653026e-05,2.983703598147258e-05,1.011036374620744e-06,2.8852403133328153e-08,2.8190820557938423e-06
2072,20.221561431884766,25.785640716552734,13.942381858825684,193.1502227783203,219.83428955078125,147.63229370117188,367.49151611328125,399.10247802734375,334.9615783691406,0.010834352113306522,0.013340219855308533,0.008450029417872429,95506.1015625,95439.984375,95776.0234375,3.529979585437104e-05,4.2266347008990124e-05,2.7314126782584935e-05,1.025009964905621e-06,1.7366092563975144e-08,2.4601008590252604e-06
2073,19.994234085083008,25.58030128479004,13.779142379760742,194.84117126464844,222.21331787109375,146.42422485351562,365.2470397949219,395.93231201171875,334.9432373046875,0.01054373662918806,0.012856709770858288,0.008410452865064144,95562.3515625,95403.1171875,95767.90625,3.128881144220941e-05,3.571544584701769e-05,2.8358157578622922e-05,9.026655902744096e-07,1.925207904207582e-08,2.385906327617704e-06
2074,20.176000595092773,25.605005264282227,13.623940467834473,194.63743591308594,219.0332489013672,146.69760131835938,366.3393859863281,398.1990051269531,335.8724670410156,0.010663039050996304,0.013209892436861992,0.008491948246955872,95562.2265625,95373.8125,95663.625,3.277185169281438e-05,4.0812097722664475e-05,2.720346128626261e-05,8.315624882015982e-07,1.8429393122687543e-08,3.1452509574592113e-06
2075,20.01325225830078,25.471324920654297,13.783768653869629,192.7271270751953,217.12945556640625,148.67979431152344,366.880859375,397.9530944824219,332.9803161621094,0.010809626430273056,0.013283171691000462,0.00819765031337738,95502.0625,95326.125,95700.484375,3.5033863241551444e-05,4.47192469437141e-05,2.7812377084046602e-05,1.1009527725036605e-06,1.090898837929899e-08,2.4800260689517017e-06
2076,20.156869888305664,26.01105308532715,14.04995059967041,195.54550170898438,222.69332885742188,144.15676879882812,366.6304016113281,398.82171630859375,340.7655029296875,0.010612295009195805,0.012962904758751392,0.0088942376896739,95566.7578125,95449.09375,95682.5625,3.11723597405944e-05,3.336269946885295e-05,3.000981450895779e-05,9.870475423667813e-07,1.3403577803217104e-08,3.3844880817923695e-06
2077,20.392539978027344,25.89017677307129,14.180159568786621,192.2848663330078,219.66275024414062,148.26705932617188,370.39666748046875,400.73614501953125,335.21533203125,0.011149226687848568,0.013620926067233086,0.008419809862971306,95503.5390625,95378.15625,95696.359375,3.652587838587351e-05,4.620938852895051e-05,2.7883961593033746e-05,1.0928505389529164e-06,7.549497027525831e-09,2.3147370029619196e-06
2078,20.40827178955078,25.9663028717041,14.242378234863281,194.94813537597656,220.88743591308594,145.77786254882812,367.90185546875,400.5299377441406,338.4734191894531,0.010789379477500916,0.013353518210351467,0.008667045272886753,95528.8984375,95398.40625,95718.1875,3.269119770266116e-05,3.771299452637322e-05,2.8885415304102935e-05,8.317451829498168e-07,1.5372741302144277e-08,2.5073484266613377e-06
2079,20.329952239990234,25.701398849487305,14.864678382873535,193.13052368164062,219.0226593017578,147.80795288085938,368.97564697265625,399.6183776855469,339.3132629394531,0.010963874869048595,0.013409403152763844,0.008770155720412731,95543.3359375,95395.8203125,95627.9375,3.4662669349927455e-05,4.36026748502627e-05,2.881075306504499e-05,9.375737022310204e-07,1.9007472928933566e-08,2.3907007289381e-06
