Arr_CUHI_2,Arr_CUHI_2_JJA,Arr_CUHI_2_DJF,Arr_SUHI_2,Arr_SUHI_2_JJA,Arr_SUHI_2_DJF,Arr_SWBGT_U_2,Arr_SWBGT_U_2_JJA,Arr_SWBGT_U_2_DJF,Arr_TBUILD_2,Arr_TBUILD_2_JJA,Arr_TBUILD_2_DJF
0.7571877837181091,0.8268006443977356,0.6850385665893555,1.2071272134780884,1.3044990301132202,1.104785442352295,20.859956741333008,25.28936195373535,16.096921920776367,22.70907211303711,26.337108612060547,19.15414047241211
0.7420057058334351,0.8212720155715942,0.654475212097168,1.140875220298767,1.2553095817565918,1.043060302734375,21.074892044067383,25.40487289428711,16.238784790039062,22.879470825195312,26.581384658813477,19.121904373168945
0.7339324355125427,0.8076172471046448,0.6740903854370117,1.106630563735962,1.1779608726501465,1.0438979864120483,20.936349868774414,25.440166473388672,15.802266120910645,22.754261016845703,26.320363998413086,19.01949691772461
0.7378004789352417,0.8024893999099731,0.6789469718933105,1.0795232057571411,1.1384512186050415,1.0583600997924805,20.585655212402344,24.998565673828125,15.81748104095459,22.445180892944336,25.89235496520996,18.90478515625
0.7293646931648254,0.7943594455718994,0.6582087278366089,1.0318390130996704,1.0983301401138306,0.9682400226593018,20.74821662902832,25.16737937927246,16.12335968017578,22.618694305419922,26.19853973388672,19.24784278869629
0.7039948105812073,0.7692516446113586,0.6545664668083191,0.9677292108535767,1.012906789779663,0.9680818915367126,20.94399642944336,25.33616065979004,15.844124794006348,22.7543888092041,26.1840877532959,18.922197341918945
0.6974184513092041,0.7667008638381958,0.6476668119430542,0.8973064422607422,0.9313146471977234,0.9049943685531616,20.728748321533203,25.185604095458984,15.500616073608398,22.464462280273438,26.143342971801758,18.84932518005371
0.707128643989563,0.7755839824676514,0.6653472185134888,0.8948900103569031,0.9320018291473389,0.9379912614822388,20.567012786865234,25.155670166015625,15.567063331604004,22.45018196105957,26.09357261657715,18.841779708862305
0.7025023698806763,0.7704721689224243,0.6363069415092468,0.8718113899230957,0.9214287400245667,0.8898129463195801,20.601285934448242,25.021968841552734,16.181432723999023,22.416717529296875,25.9312801361084,19.17294692993164
0.6882173418998718,0.7600832581520081,0.6145380735397339,0.8336063027381897,0.8670269846916199,0.7711520195007324,20.98479652404785,25.400907516479492,16.209304809570312,22.669679641723633,26.214214324951172,18.982627868652344
0.6887074708938599,0.7674566507339478,0.6235801577568054,0.7817435264587402,0.8372762203216553,0.7863978147506714,20.935691833496094,25.361772537231445,16.206600189208984,22.69339942932129,26.328298568725586,19.111459732055664
0.6799732446670532,0.74992835521698,0.6080130338668823,0.7358900308609009,0.7811583280563354,0.7422192096710205,21.0389347076416,25.356121063232422,16.069429397583008,22.68921661376953,26.23975372314453,19.08654022216797
0.6699144244194031,0.7393245697021484,0.6089685559272766,0.6856022477149963,0.7168019413948059,0.7150701880455017,21.1962833404541,25.47835350036621,16.463972091674805,22.828413009643555,26.324512481689453,19.183183670043945
0.6620734930038452,0.7318063974380493,0.6029828190803528,0.6419112682342529,0.6926852464675903,0.6865633130073547,21.1024227142334,25.476341247558594,15.782102584838867,22.675111770629883,26.271528244018555,18.92925453186035
0.6628361940383911,0.7182098627090454,0.5838099122047424,0.639793872833252,0.6222623586654663,0.6085425019264221,20.71870994567871,25.364381790161133,16.42436981201172,22.4818115234375,26.000194549560547,19.19533348083496
0.6329914927482605,0.7130883932113647,0.5889367461204529,0.5327382683753967,0.6030738949775696,0.6371146440505981,21.31926918029785,25.589557647705078,16.346172332763672,22.756301879882812,26.257930755615234,19.182567596435547
0.6386899352073669,0.6897928714752197,0.6006787419319153,0.5261467695236206,0.5142660737037659,0.5457267165184021,21.18535041809082,25.639238357543945,16.228530883789062,22.6307373046875,26.0406551361084,18.888696670532227
0.6335371732711792,0.6911395788192749,0.5867498517036438,0.46462684869766235,0.472400963306427,0.6133324503898621,20.829444885253906,25.285545349121094,15.515015602111816,22.38341522216797,25.89017677307129,18.910255432128906
0.6311060190200806,0.6918591856956482,0.5774084329605103,0.47374996542930603,0.4603576362133026,0.5288960337638855,20.963571548461914,25.414384841918945,16.571346282958984,22.605215072631836,26.078012466430664,19.315898895263672
0.6038605570793152,0.6715174317359924,0.5704953670501709,0.3774571418762207,0.38255974650382996,0.46551716327667236,21.33570098876953,25.787002563476562,16.02979278564453,22.70270538330078,26.19124984741211,18.7823543548584
0.6188049912452698,0.6757237911224365,0.569492757320404,0.36226367950439453,0.3115328848361969,0.449818879365921,20.8939151763916,25.544172286987305,15.841057777404785,22.382768630981445,26.137495040893555,18.794384002685547
0.615866482257843,0.697202205657959,0.5466184020042419,0.33431631326675415,0.36217954754829407,0.41298502683639526,21.083574295043945,25.5139102935791,16.414670944213867,22.574962615966797,26.256122589111328,19.08989906311035
0.5789440870285034,0.6423539519309998,0.5506829023361206,0.2561008334159851,0.24750420451164246,0.383853018283844,21.478069305419922,25.96686553955078,16.289669036865234,22.696592330932617,26.34988021850586,18.931068420410156
0.5909223556518555,0.6471158266067505,0.561345636844635,0.23135128617286682,0.1971040517091751,0.38650819659233093,21.125080108642578,25.806053161621094,16.001569747924805,22.4776611328125,26.144384384155273,18.901662826538086
0.6002330183982849,0.6607103943824768,0.5571689009666443,0.22556394338607788,0.1978795975446701,0.39532190561294556,20.96219253540039,25.663827896118164,15.87613582611084,22.484472274780273,26.35113525390625,19.087383270263672
0.5706568956375122,0.6220196485519409,0.5478488802909851,0.16986913979053497,0.1512748897075653,0.3473720848560333,21.247425079345703,25.792259216308594,16.016027450561523,22.56468391418457,26.087158203125,18.961345672607422
0.5634313821792603,0.6127904057502747,0.5142479538917542,0.1361323446035385,0.07938624173402786,0.2174350917339325,21.1157283782959,25.986404418945312,16.510908126831055,22.496898651123047,26.227346420288086,18.974550247192383
0.5532091856002808,0.616980791091919,0.5078241229057312,0.04965540021657944,0.010158050805330276,0.17467273771762848,21.216875076293945,25.65259552001953,16.261146545410156,22.446353912353516,26.090803146362305,18.769128799438477
