time,Arr_CUHI_0,Arr_CUHI_0_JJA,Arr_CUHI_0_DJF,Arr_SUHI_0,Arr_SUHI_0_JJA,Arr_SUHI_0_DJF,Arr_SWBGT_U_0,Arr_SWBGT_U_0_JJA,Arr_SWBGT_U_0_DJF,Arr_TBUILD_0,Arr_TBUILD_0_JJA,Arr_TBUILD_0_DJF
2074,0.7433738708496094,0.8311875462532043,0.6467443108558655,1.242330551147461,1.405453085899353,1.0844484567642212,22.61138343811035,27.282682418823242,17.4749813079834,24.477550506591797,28.531070709228516,20.499740600585938
2075,0.7178251147270203,0.8071279525756836,0.6491647958755493,1.1845076084136963,1.3461719751358032,1.071591854095459,22.60284996032715,27.250736236572266,17.38288116455078,24.43434715270996,28.359968185424805,20.26653289794922
2076,0.751250147819519,0.8460158109664917,0.639593780040741,1.2732568979263306,1.4407362937927246,1.1082578897476196,22.57457733154297,27.375701904296875,17.95598602294922,24.674238204956055,28.9921875,20.83468246459961
2077,0.7102020382881165,0.8124781250953674,0.6319639682769775,1.1941733360290527,1.3866511583328247,1.0227432250976562,23.018999099731445,27.69547462463379,17.734527587890625,24.699552536010742,28.787710189819336,20.297130584716797
2078,0.7274811863899231,0.8375009894371033,0.6062009334564209,1.2130126953125,1.4582737684249878,0.9958832859992981,22.81526756286621,27.579469680786133,17.928428649902344,24.604228973388672,28.893606185913086,20.481414794921875
2079,0.7064711451530457,0.8016756176948547,0.631535530090332,1.1641206741333008,1.3671239614486694,1.0171258449554443,22.874149322509766,27.4572696685791,18.329574584960938,24.587074279785156,28.57208824157715,20.68910789489746
2080,0.7311840057373047,0.8468632698059082,0.6456371545791626,1.2141486406326294,1.4474042654037476,1.0838044881820679,23.206825256347656,27.984603881835938,18.48014259338379,25.045530319213867,29.476938247680664,20.960647583007812
2081,0.7292509078979492,0.8141300678253174,0.6412948369979858,1.2221328020095825,1.3696390390396118,1.0620404481887817,23.140422821044922,27.73040771484375,17.63988494873047,24.885944366455078,28.906692504882812,20.38195037841797
2082,0.7317700386047363,0.838699221611023,0.6306082606315613,1.2056320905685425,1.4130946397781372,1.0170390605926514,22.921419143676758,27.573516845703125,17.960250854492188,24.828533172607422,29.159528732299805,20.776586532592773
2083,0.7324649691581726,0.8231368064880371,0.6514900326728821,1.2206672430038452,1.4023106098175049,1.0590555667877197,23.05567169189453,27.931570053100586,17.710891723632812,24.929367065429688,29.119487762451172,20.690587997436523
2084,0.7284266352653503,0.8479601144790649,0.6113126277923584,1.2209291458129883,1.4828039407730103,1.0249431133270264,23.232444763183594,28.03738784790039,18.760517120361328,25.087982177734375,29.507312774658203,21.047866821289062
2085,0.7258480191230774,0.8346440196037292,0.6326477527618408,1.2151672840118408,1.413723111152649,1.007041335105896,23.569087982177734,28.201677322387695,18.22520637512207,25.315439224243164,29.50737190246582,20.738815307617188
2086,0.7341784834861755,0.8365845680236816,0.6133528351783752,1.2160335779190063,1.442004919052124,0.9775460362434387,23.199644088745117,27.71120262145996,18.876094818115234,25.09564781188965,29.248828887939453,21.167593002319336
2087,0.7159958481788635,0.8106100559234619,0.6545063853263855,1.205118179321289,1.41989266872406,1.0818045139312744,23.658287048339844,28.553970336914062,17.97525978088379,25.359373092651367,29.638051986694336,20.783920288085938
2088,0.7262767553329468,0.8152421116828918,0.6252360939979553,1.2235724925994873,1.4143377542495728,1.0023218393325806,23.291337966918945,27.972461700439453,18.16918182373047,25.14790153503418,29.29020118713379,20.83803939819336
2089,0.729093074798584,0.838051974773407,0.6198728084564209,1.2119660377502441,1.4573498964309692,0.9890826344490051,23.499683380126953,28.191335678100586,19.298545837402344,25.29695701599121,29.663516998291016,21.44435691833496
2090,0.7063250541687012,0.8137942552566528,0.630950391292572,1.1781076192855835,1.4208133220672607,1.0579842329025269,23.630990982055664,28.163101196289062,18.113195419311523,25.27614402770996,29.387479782104492,20.763347625732422
2091,0.7234662771224976,0.823621392250061,0.6087589859962463,1.2267688512802124,1.444125771522522,1.003851294517517,23.444616317749023,28.18231773376465,18.95926856994629,25.25432014465332,29.574031829833984,21.235748291015625
2092,0.7055311799049377,0.8102352023124695,0.6211703419685364,1.1886588335037231,1.4055737257003784,0.9858844876289368,23.851970672607422,28.58049964904785,18.61578941345215,25.435632705688477,29.545856475830078,20.969417572021484
2093,0.7151361703872681,0.820315420627594,0.6259715557098389,1.1927433013916016,1.4507389068603516,1.0336354970932007,23.529098510742188,28.240798950195312,18.738563537597656,25.25764274597168,29.510313034057617,21.261133193969727
2094,0.7150922417640686,0.8261326551437378,0.6015099883079529,1.2108433246612549,1.4448857307434082,0.9577875137329102,24.02685546875,28.949525833129883,18.604734420776367,25.686798095703125,30.178224563598633,20.97601318359375
2095,0.7108239531517029,0.8439905047416687,0.6017402410507202,1.1788700819015503,1.4725456237792969,0.9698482155799866,23.902904510498047,28.848617553710938,18.95514488220215,25.640674591064453,30.3125,21.31817626953125
2096,0.6973732709884644,0.8098324537277222,0.6306554675102234,1.172289252281189,1.430552363395691,1.0579160451889038,23.909517288208008,28.842309951782227,18.341564178466797,25.525096893310547,29.900724411010742,20.993213653564453
2097,0.7323266267776489,0.8254350423812866,0.6145898699760437,1.239033579826355,1.4305541515350342,0.9802876710891724,23.64316749572754,28.388887405395508,19.076923370361328,25.50676918029785,29.798080444335938,21.415674209594727
2098,0.7042058706283569,0.821291446685791,0.6154517531394958,1.19480299949646,1.460472583770752,1.0208439826965332,24.184398651123047,28.903587341308594,18.901987075805664,25.89971160888672,30.27121925354004,21.45221710205078
2099,0.7202211618423462,0.8329678773880005,0.6154031753540039,1.2245887517929077,1.494992733001709,0.9942507147789001,23.989315032958984,28.740224838256836,19.22513198852539,25.78818702697754,30.11908531188965,21.563405990600586
