Arr_CUHI_3,Arr_CUHI_3_JJA,Arr_CUHI_3_DJF,Arr_SUHI_3,Arr_SUHI_3_JJA,Arr_SUHI_3_DJF,Arr_SWBGT_U_3,Arr_SWBGT_U_3_JJA,Arr_SWBGT_U_3_DJF,Arr_TBUILD_3,Arr_TBUILD_3_JJA,Arr_TBUILD_3_DJF
0.7656585574150085,0.8365101218223572,0.6949725151062012,1.2638858556747437,1.3727514743804932,1.166735291481018,20.864398956298828,25.294546127319336,16.102020263671875,22.749427795410156,26.38761329650879,19.19506072998047
0.7560549378395081,0.8372437357902527,0.6688238978385925,1.2355055809020996,1.3672055006027222,1.133052110671997,21.082242965698242,25.413352966308594,16.246126174926758,22.94655418395996,26.66423225402832,19.180622100830078
0.7536932229995728,0.8291959166526794,0.6940635442733765,1.2392574548721313,1.329465627670288,1.1674351692199707,20.946659088134766,25.451723098754883,15.812520027160645,22.84807014465332,26.43268585205078,19.09929084777832
0.7635703682899475,0.8299932479858398,0.7041131854057312,1.2512612342834473,1.3322944641113281,1.2127492427825928,20.59909439086914,25.013324737548828,15.830341339111328,22.566585540771484,26.03420639038086,19.00606346130371
0.7607871890068054,0.8284000754356384,0.6874947547912598,1.2423913478851318,1.3364397287368774,1.1479015350341797,20.764657974243164,25.185535430908203,16.138357162475586,22.767847061157227,26.374408721923828,19.368480682373047
0.7408814430236816,0.8088365793228149,0.6898496747016907,1.2124382257461548,1.2886379957199097,1.1822692155838013,20.963272094726562,25.357404708862305,15.862030029296875,22.927217483520508,26.3858642578125,19.060930252075195
0.7402272820472717,0.8130136132240295,0.6868385672569275,1.1830615997314453,1.253281831741333,1.1463872194290161,20.75112533569336,25.210344314575195,15.520673751831055,22.663875579833984,26.38099479675293,19.00761604309082
0.7559240460395813,0.8282341957092285,0.7104136347770691,1.2198641300201416,1.2983434200286865,1.2136155366897583,20.59246063232422,25.183753967285156,15.590237617492676,22.680801391601562,26.36484146118164,19.022226333618164
0.7572385668754578,0.8298908472061157,0.6846694350242615,1.2357134819030762,1.3334507942199707,1.1884230375289917,20.62984848022461,25.053485870361328,16.206329345703125,22.672826766967773,26.235260009765625,19.370098114013672
0.7483886480331421,0.825848400592804,0.6691455245018005,1.2327070236206055,1.3188073635101318,1.1078156232833862,21.016082763671875,25.435508728027344,16.237459182739258,22.954082489013672,26.554065704345703,19.20008087158203
0.7558751106262207,0.840599000453949,0.6841605305671692,1.2270392179489136,1.3414134979248047,1.1530749797821045,20.9705753326416,25.400300979614258,16.237470626831055,23.00672721862793,26.700883865356445,19.351648330688477
0.7532140612602234,0.8281019330024719,0.6722486019134521,1.2181651592254639,1.322348713874817,1.1333520412445068,21.076995849609375,25.397567749023438,16.102203369140625,23.031204223632812,26.640716552734375,19.34430694580078
0.7489102482795715,0.8249062895774841,0.6786073446273804,1.2042548656463623,1.3020268678665161,1.137540578842163,21.237194061279297,25.523345947265625,16.49948501586914,23.198360443115234,26.761409759521484,19.462011337280273
