Arr_TBUILD_0_C,Arr_TBUILD_0_JJA_C,Arr_TBUILD_0_DJF_C,Arr_HIA_U_0,Arr_HIA_U_0_JJA,Arr_HIA_U_0_DJF,Arr_APPAR_TEMP_U_0,Arr_APPAR_TEMP_U_0_JJA,Arr_APPAR_TEMP_U_0_DJF,Arr_SWBGT_U_0,Arr_SWBGT_U_0_JJA,Arr_SWBGT_U_0_DJF,Arr_HUMIDEX_U_0,Arr_HUMIDEX_U_0_JJA,Arr_HUMIDEX_U_0_DJF,Arr_DISCOIS_U_0,Arr_DISCOIS_U_0_JJA,Arr_DISCOIS_U_0_DJF
22.748345947265648,26.386163330078148,19.194116210937523,20.186925888061523,26.019725799560547,13.58353328704834,18.321247100830078,24.887144088745117,11.014330863952637,20.864961624145508,25.295272827148438,16.10254669189453,22.20987892150879,29.54088020324707,14.237431526184082,16.734683990478516,21.685766220092773,11.106430053710938
22.944757080078148,26.661889648437523,19.179284667968773,20.448043823242188,26.260900497436523,13.73078441619873,18.621910095214844,25.106077194213867,11.158607482910156,21.08318519592285,25.41452980041504,16.246904373168945,22.561687469482422,29.757949829101562,14.45424747467041,16.952478408813477,21.837976455688477,11.214336395263672
22.845544433593773,26.429406738281273,19.097497558593773,20.344005584716797,26.29712677001953,13.338892936706543,18.39923858642578,25.054136276245117,10.58129596710205,20.947982788085938,25.453332901000977,15.813599586486816,22.33039665222168,29.780126571655273,13.778511047363281,16.757991790771484,21.782482147216797,10.796768188476562
22.563348388671898,26.030023193359398,19.003839111328148,19.89645767211914,25.665884017944336,13.333300590515137,17.9478816986084,24.456148147583008,10.588712692260742,20.600807189941406,25.015398025512695,15.831657409667969,21.781890869140625,29.071306228637695,13.805744171142578,16.45499610900879,21.36302375793457,10.820051193237305
22.763909912109398,26.369287109375023,19.365716552734398,20.063629150390625,25.92929458618164,13.5965576171875,18.173377990722656,24.719594955444336,11.010102272033691,20.766733169555664,25.18805694580078,16.139896392822266,22.052570343017578,29.376697540283203,14.286663055419922,16.62653923034668,21.591856002807617,11.084607124328613
22.922570800781273,26.379876708984398,19.057763671875023,20.309192657470703,26.146358489990234,13.313411712646484,18.39235496520996,24.936298370361328,10.59323501586914,20.965702056884766,25.360376358032227,15.863846778869629,22.355876922607422,29.635292053222656,13.842730522155762,16.760190963745117,21.698043823242188,10.813384056091309
22.658471679687523,26.374047851562523,19.004022216796898,19.997194290161133,25.86856460571289,12.908954620361328,18.120771408081055,24.79924201965332,10.086799621582031,20.753971099853516,25.213790893554688,15.522745132446289,22.018665313720703,29.416244506835938,13.289308547973633,16.586538314819336,21.611194610595703,10.413309097290039
22.674615478515648,26.356896972656273,19.018151855468773,19.83237648010254,25.89072036743164,13.017488479614258,17.925010681152344,24.770360946655273,10.266637802124023,20.59567642211914,25.187639236450195,15.592589378356934,21.768531799316406,29.379533767700195,13.407855033874512,16.41925811767578,21.5943546295166,10.516770362854004
22.666101074218773,26.226586914062523,19.365594482421898,19.919713973999023,25.8236141204834,13.709113121032715,17.979516983032227,24.574146270751953,11.077280044555664,20.63347625732422,25.057880401611328,16.2088565826416,21.828895568847656,29.16962432861328,14.398780822753906,16.459617614746094,21.466691970825195,11.166651725769043
22.946588134765648,26.544458007812523,19.195092773437523,20.35982322692871,26.276826858520508,13.877495765686035,18.467424392700195,25.066179275512695,11.131990432739258,21.0200138092041,25.44029998779297,16.240415573120117,22.441226959228516,29.76626205444336,14.477330207824707,16.82662010192871,21.7940731048584,11.277141571044922
22.998559570312523,26.690362548828148,19.346276855468773,20.435312271118164,26.405593872070312,13.880447387695312,18.469913482666016,25.079681396484375,11.142250061035156,20.97498321533203,25.405628204345703,16.240617752075195,22.394250869750977,29.747297286987305,14.480120658874512,16.821823120117188,21.810218811035156,11.274012565612793
23.022241210937523,26.629144287109398,19.338494873046898,20.52608299255371,26.25067138671875,13.615793228149414,18.634401321411133,25.07625389099121,10.933714866638184,21.081764221191406,25.403276443481445,16.105527877807617,22.57496452331543,29.73633575439453,14.233473777770996,16.970924377441406,21.813676834106445,11.040909767150879
23.188714599609398,26.749169921875023,19.455804443359398,20.76576042175293,26.5361270904541,14.14105224609375,18.825517654418945,25.212968826293945,11.568427085876465,21.24235725402832,25.52956199645996,16.50307846069336,22.819826126098633,29.931976318359375,14.893369674682617,17.081348419189453,21.90313720703125,11.531037330627441
23.062493896484398,26.722100830078148,19.217828369140648,20.688798904418945,26.540573120117188,13.246567726135254,18.726608276367188,25.207826614379883,10.502883911132812,21.15196418762207,25.531078338623047,15.82386589050293,22.680288314819336,29.932680130004883,13.766042709350586,17.011144638061523,21.902475357055664,10.691085815429688
22.890100097656273,26.474176025390648,19.516473388671898,20.092357635498047,26.25144386291504,14.14101791381836,18.16014862060547,25.049354553222656,11.535514831542969,20.771862030029297,25.422687530517578,16.470796585083008,22.047359466552734,29.743553161621094,14.850288391113281,16.553911209106445,21.783859252929688,11.512052536010742
23.195031738281273,26.769189453125023,19.514154052734398,20.887636184692383,26.657779693603516,14.022867202758789,19.0119571685791,25.380109786987305,11.353620529174805,21.375680923461914,25.65189552307129,16.394046783447266,23.032894134521484,30.12470245361328,14.70678997039795,17.235891342163086,22.024560928344727,11.364740371704102
23.095544433593773,26.569604492187523,19.254205322265648,20.77723503112793,26.54863739013672,14.078862190246582,18.842525482177734,25.403234481811523,11.388895034790039,21.24574851989746,25.704614639282227,16.282503128051758,22.825998306274414,30.174545288085938,14.582551002502441,17.087934494018555,22.014909744262695,11.423894882202148
22.873040771484398,26.455468750000023,19.286920166015648,20.282272338867188,26.17709732055664,12.90325927734375,18.365535736083984,24.980436325073242,10.14837646484375,20.893648147583008,25.35586166381836,15.569072723388672,22.25761604309082,29.647724151611328,13.338561058044434,16.73070526123047,21.73280906677246,10.362255096435547
23.123529052734398,26.678155517578148,19.705743408203148,20.450817108154297,26.397409439086914,14.391923904418945,18.517765045166016,25.17957305908203,11.69392204284668,21.030492782592773,25.488496780395508,16.62875747680664,22.474376678466797,29.869495391845703,15.099699974060059,16.8461971282959,21.878190994262695,11.632448196411133
23.247125244140648,26.812829589843773,19.202447509765648,20.981691360473633,26.918603897094727,13.803523063659668,19.030380249023438,25.642513275146484,10.980718612670898,21.406827926635742,25.864322662353516,16.092374801635742,23.076677322387695,30.44515609741211,14.25368881225586,17.22768211364746,22.168655395507812,11.144508361816406
22.958428955078148,26.801110839843773,19.235986328125023,20.466018676757812,26.58875846862793,13.50635051727295,18.492488861083984,25.425676345825195,10.691787719726562,20.969655990600586,25.626510620117188,15.907593727111816,22.400903701782227,30.09760284423828,13.94190502166748,16.845237731933594,22.02004051208496,10.898269653320312
23.182305908203148,26.974084472656273,19.540002441406273,20.671918869018555,26.656667709350586,14.132075309753418,18.757307052612305,25.40780258178711,11.47587776184082,21.162633895874023,25.60135269165039,16.480100631713867,22.704748153686523,30.08161735534668,14.83791732788086,17.029159545898438,22.051027297973633,11.423876762390137
23.317926025390648,27.074975585937523,19.412835693359398,21.1597900390625,27.138227462768555,14.082015991210938,19.217472076416016,25.904390335083008,11.355489730834961,21.55960464477539,26.055866241455078,16.360872268676758,23.312036514282227,30.75178337097168,14.678171157836914,17.347517013549805,22.340259552001953,11.391241073608398
23.135675048828148,26.892449951171898,19.412957763671898,20.755573272705078,26.889019012451172,13.633974075317383,18.822715759277344,25.73353385925293,10.988981246948242,21.21168327331543,25.89882469177246,16.07603645324707,22.782878875732422,30.512950897216797,14.200356483459473,17.07195472717285,22.2380313873291,11.04332447052002
