Arr_TBUILD_1_C,Arr_TBUILD_1_JJA_C,Arr_TBUILD_1_DJF_C,Arr_HIA_U_1,Arr_HIA_U_1_JJA,Arr_HIA_U_1_DJF,Arr_APPAR_TEMP_U_1,Arr_APPAR_TEMP_U_1_JJA,Arr_APPAR_TEMP_U_1_DJF,Arr_SWBGT_U_1,Arr_SWBGT_U_1_JJA,Arr_SWBGT_U_1_DJF,Arr_HUMIDEX_U_1,Arr_HUMIDEX_U_1_JJA,Arr_HUMIDEX_U_1_DJF,Arr_DISCOIS_U_1,Arr_DISCOIS_U_1_JJA,Arr_DISCOIS_U_1_DJF
20.980462646484398,24.380609130859398,17.808038330078148,19.68333625793457,25.489124298095703,13.120759010314941,17.96082305908203,24.507659912109375,10.699156761169434,20.606966018676758,25.02190399169922,15.881521224975586,21.75204086303711,29.056900024414062,13.838221549987793,16.41248321533203,21.353893280029297,10.812819480895996
21.153375244140648,24.596978759765648,17.850000000000023,19.91105842590332,25.690839767456055,13.267481803894043,18.255420684814453,24.710411071777344,10.853902816772461,20.82602310180664,25.13524627685547,16.033109664916992,22.099103927612305,29.257410049438477,14.067352294921875,16.621807098388672,21.488971710205078,10.928762435913086
21.058526611328148,24.413812255859398,17.734429931640648,19.796422958374023,25.72339630126953,12.8523530960083,18.02983283996582,24.666400909423828,10.255072593688965,20.690528869628906,25.17867088317871,15.586515426635742,21.866193771362305,29.288042068481445,13.367350578308105,16.424528121948242,21.43939781188965,10.491280555725098
20.764398193359398,24.030297851562523,17.606774902343773,19.343942642211914,25.090618133544922,12.851930618286133,17.57225799560547,24.0687198638916,10.263866424560547,20.339603424072266,24.740882873535156,15.606568336486816,21.31072998046875,28.579143524169922,13.397270202636719,16.11583709716797,21.019105911254883,10.517732620239258
20.952752685546898,24.323693847656273,17.981530761718773,19.513065338134766,25.353097915649414,13.11874771118164,17.798799514770508,24.325605392456055,10.694214820861816,20.506309509277344,24.910587310791016,15.920074462890625,21.582517623901367,28.878582000732422,13.887975692749023,16.288793563842773,21.24330711364746,10.790996551513672
21.148461914062523,24.396875000000023,17.695642089843773,19.760656356811523,25.57227325439453,12.824164390563965,18.02144432067871,24.5467529296875,10.268467903137207,20.70796012878418,25.08487892150879,15.639578819274902,21.89080238342285,29.14143180847168,13.435362815856934,16.426733016967773,21.3540096282959,10.510242462158203
20.890924072265648,24.344659423828148,17.647637939453148,19.449792861938477,25.293689727783203,12.442230224609375,17.749685287475586,24.404783248901367,9.771955490112305,20.494924545288086,24.935640335083008,15.302931785583496,21.551422119140625,28.917211532592773,12.891112327575684,16.250560760498047,21.26270866394043,10.11846923828125
20.876031494140648,24.316766357421898,17.633477783203148,19.286405563354492,25.313295364379883,12.537246704101562,17.553794860839844,24.375938415527344,9.942976951599121,20.337053298950195,24.90909194946289,15.366633415222168,21.30193328857422,28.879865646362305,12.9987154006958,16.083948135375977,21.245052337646484,10.213820457458496
20.872705078125023,24.172631835937523,18.015161132812523,19.367958068847656,25.238740921020508,13.246081352233887,17.606822967529297,24.17661476135254,10.772772789001465,20.373897552490234,24.77821159362793,15.995148658752441,21.36035919189453,28.667022705078125,14.012043952941895,16.122577667236328,21.11427879333496,10.882513046264648
21.150048828125023,24.468469238281273,17.839318847656273,19.813732147216797,25.69281005859375,13.401966094970703,18.101232528686523,24.6716251373291,10.814275741577148,20.76451873779297,25.163301467895508,16.017770767211914,21.979904174804688,29.26752471923828,14.074198722839355,16.495269775390625,21.44392204284668,10.978288650512695
21.185052490234398,24.603295898437523,17.969201660156273,19.880525588989258,25.818140029907227,13.40603256225586,18.09465980529785,24.676422119140625,10.821953773498535,20.71449851989746,25.123327255249023,16.018268585205078,21.923738479614258,29.23940658569336,14.076702117919922,16.483200073242188,21.453479766845703,10.976273536682129
21.204522705078148,24.571160888671898,17.979425048828148,19.975234985351562,25.67391014099121,13.144730567932129,18.258512496948242,24.6801700592041,10.624107360839844,20.820899963378906,25.124887466430664,15.889243125915527,22.104053497314453,29.236495971679688,13.841411590576172,16.63276481628418,21.46398162841797,10.75168514251709
21.371087646484398,24.665521240234398,18.090112304687523,20.21306610107422,25.951396942138672,13.669317245483398,18.45276641845703,24.81451416015625,11.25635814666748,20.98377227783203,25.25046730041504,16.28543472290039,22.352638244628906,29.429824829101562,14.49862003326416,16.745866775512695,21.55120086669922,11.239824295043945
21.245080566406273,24.662896728515648,17.866906738281273,20.139047622680664,25.96378517150879,12.781387329101562,18.35625648498535,24.81382179260254,10.195467948913574,20.89411735534668,25.25371551513672,15.60802936553955,22.214677810668945,29.43433952331543,13.375507354736328,16.676687240600586,21.553871154785156,10.403334617614746
21.097436523437523,24.457666015625023,18.116571044921898,19.541120529174805,25.67327880859375,13.64907169342041,17.786991119384766,24.658588409423828,11.209057807922363,20.513132095336914,25.14738655090332,16.2459774017334,21.579914093017578,29.248733520507812,14.44134521484375,16.217689514160156,21.437105178833008,11.209121704101562
21.390435791015648,24.722528076171898,18.148461914062523,20.336271286010742,26.07843017578125,13.549274444580078,18.64215660095215,24.986745834350586,11.041577339172363,21.118928909301758,25.375974655151367,16.177988052368164,22.56883430480957,29.628219604492188,14.31412124633789,16.902666091918945,21.676849365234375,11.073515892028809
21.296502685546898,24.587823486328148,17.827294921875023,20.224214553833008,25.976184844970703,13.577722549438477,18.469505310058594,25.01924705505371,11.047751426696777,20.987144470214844,25.4326114654541,16.047679901123047,22.358543395996094,29.68647003173828,14.156001091003418,16.75165557861328,21.674652099609375,11.10818099975586
21.078363037109398,24.443566894531273,17.902612304687523,19.72620964050293,25.59453582763672,12.423772811889648,17.990612030029297,24.58690643310547,9.829216957092285,20.633459091186523,25.078989028930664,15.350359916687012,21.78753089904785,29.150104522705078,12.940439224243164,16.392513275146484,21.384143829345703,10.066437721252441
21.320245361328148,24.645349121093773,18.341821289062523,19.9029541015625,25.82118797302246,13.910624504089355,18.14862632751465,24.78646469116211,11.376476287841797,20.774574279785156,25.212055206298828,16.408533096313477,22.011770248413086,29.372760772705078,14.700457572937012,16.513620376586914,21.53125762939453,11.338862419128418
21.450067138671898,24.823114013671898,17.802575683593773,20.427318572998047,26.342802047729492,13.316671371459961,18.65765380859375,25.256916046142578,10.648311614990234,21.149063110351562,25.592117309570312,15.862401008605957,22.610523223876953,29.956348419189453,13.836459159851074,16.89289665222168,21.82774543762207,10.835421562194824
21.148065185546898,24.771325683593773,17.834191894531273,19.912065505981445,26.008928298950195,13.000494956970215,18.11448097229004,25.031938552856445,10.353713035583496,20.70728874206543,25.349342346191406,15.675559043884277,21.92742919921875,29.599931716918945,13.520217895507812,16.505224227905273,21.672807693481445,10.584991455078125
21.359307861328148,24.877557373046898,18.172265625000023,20.116531372070312,26.078336715698242,13.652117729187012,18.38176155090332,25.008630752563477,11.162463188171387,20.902389526367188,25.321319580078125,16.263368606567383,22.234365463256836,29.578332901000977,14.443887710571289,16.690908432006836,21.69884490966797,11.132854461669922
21.537957763671898,25.057641601562523,18.012902832031273,20.60532569885254,26.559247970581055,13.592294692993164,18.848373413085938,25.516645431518555,11.028117179870605,21.30406951904297,25.783058166503906,16.134965896606445,22.849838256835938,30.26096534729004,14.267814636230469,17.015546798706055,21.99755096435547,11.087193489074707
21.327661132812523,24.901513671875023,17.978631591796898,20.199621200561523,26.316579818725586,13.142900466918945,18.446870803833008,25.350025177001953,10.658235549926758,20.95186424255371,25.627601623535156,15.850207328796387,22.313125610351562,30.02604866027832,13.788893699645996,16.733943939208984,21.8984375,10.73818588256836
21.349359130859398,25.087609863281273,18.221063232421898,19.975961685180664,26.230915069580078,12.86790657043457,18.24568748474121,25.225317001342773,10.4052095413208,20.792484283447266,25.485321044921875,15.733345031738281,22.061450958251953,29.85074806213379,13.558192253112793,16.572280883789062,21.864484786987305,10.447532653808594
21.478692626953148,24.896447753906273,18.112420654296898,20.324424743652344,26.409320831298828,13.165534019470215,18.55767250061035,25.266382217407227,10.621866226196289,21.083723068237305,25.620100021362305,15.87458324432373,22.499027252197266,30.003507614135742,13.809930801391602,16.78622817993164,21.84464454650879,10.672268867492676
21.449700927734398,25.104882812500023,18.127099609375023,20.17548942565918,26.65577507019043,13.829422950744629,18.38629913330078,25.562471389770508,11.387124061584473,20.956886291503906,25.822084426879883,16.367277145385742,22.294910430908203,30.3337345123291,14.644883155822754,16.642732620239258,22.056419372558594,11.356895446777344
21.405023193359398,24.943139648437523,17.954095458984398,20.33924102783203,26.232860565185547,13.614655494689941,18.60870933532715,25.20033073425293,11.07310962677002,21.057796478271484,25.485530853271484,16.122394561767578,22.489933013916016,29.82553482055664,14.259465217590332,16.860891342163086,21.810550689697266,11.128247261047363
21.569238281250023,25.241784667968773,18.466455078125023,20.636249542236328,26.676921844482422,14.070019721984863,18.928300857543945,25.62736701965332,11.577885627746582,21.312335968017578,25.798418045043945,16.61564826965332,22.892820358276367,30.328426361083984,15.015517234802246,17.107500076293945,22.10890007019043,11.508586883544922
21.735681152343773,25.263116455078148,17.935968017578148,20.847389221191406,26.84947967529297,13.857320785522461,19.08205795288086,25.731529235839844,11.351194381713867,21.450593948364258,25.889068603515625,16.322315216064453,23.104736328125,30.463756561279297,14.586309432983398,17.193988800048828,22.151199340820312,11.370611190795898
21.567102050781273,25.239556884765648,18.341638183593773,20.4759464263916,26.636960983276367,13.735286712646484,18.748559951782227,25.567928314208984,11.186625480651855,21.14518165588379,25.740476608276367,16.263587951660156,22.63790512084961,30.248960494995117,14.462813377380371,16.95735740661621,22.077537536621094,11.14636516571045
21.593011474609398,24.901116943359398,18.186151123046898,20.64431381225586,26.542484283447266,13.372934341430664,18.85736656188965,25.464120864868164,10.875195503234863,21.28133773803711,25.787694931030273,16.02152442932129,22.830841064453125,30.250198364257812,14.065765380859375,17.020910263061523,21.96767234802246,10.89925765991211
21.512322998046898,24.846826171875023,18.542504882812523,20.33452033996582,26.19767189025879,13.768117904663086,18.549041748046875,25.020078659057617,11.275152206420898,21.034547805786133,25.393266677856445,16.362016677856445,22.445119857788086,29.66942024230957,14.583501815795898,16.795169830322266,21.692058563232422,11.130739212036133
21.780786132812523,25.174554443359398,18.184533691406273,20.820796966552734,26.933801651000977,13.72216796875,19.017488479614258,25.733108520507812,11.152358055114746,21.426166534423828,25.939247131347656,16.251623153686523,23.041500091552734,30.51689338684082,14.442238807678223,17.09100341796875,22.149044036865234,11.161447525024414
21.736627197265648,25.152337646484398,18.461145019531273,20.70796775817871,26.643095016479492,14.256985664367676,18.888425827026367,25.35016632080078,11.646605491638184,21.283998489379883,25.627506256103516,16.578941345214844,22.851469039916992,30.05899429321289,14.994885444641113,17.042600631713867,21.91733169555664,11.540732383728027
21.873162841796898,25.435998535156273,18.301263427734398,21.150541305541992,27.116132736206055,14.33879566192627,19.329299926757812,25.90484046936035,11.866159439086914,21.592378616333008,26.029123306274414,16.68048095703125,23.354644775390625,30.694616317749023,15.16827392578125,17.381561279296875,22.289932250976562,11.715933799743652
21.845056152343773,25.476159667968773,18.609185791015648,21.041160583496094,27.101167678833008,14.715665817260742,19.259267807006836,25.951677322387695,12.204623222351074,21.534894943237305,26.030324935913086,16.966352462768555,23.264081954956055,30.713369369506836,15.628398895263672,17.333721160888672,22.349048614501953,12.008323669433594
21.782617187500023,25.277001953125023,18.402429199218773,21.14798927307129,27.08283233642578,14.535053253173828,19.325531005859375,25.83283805847168,12.092935562133789,21.613235473632812,26.018301010131836,16.821922302246094,23.375526428222656,30.6450138092041,15.410937309265137,17.386341094970703,22.2154541015625,11.904080390930176
21.859582519531273,25.464288330078148,18.294366455078148,21.051204681396484,27.054996490478516,14.112881660461426,19.29497528076172,25.839757919311523,11.544840812683105,21.53809356689453,25.960607528686523,16.523300170898438,23.279996871948242,30.60786247253418,14.9025239944458,17.364931106567383,22.270599365234375,11.516900062561035
21.905877685546898,25.658013916015648,18.375848388671898,21.242164611816406,27.42786979675293,14.371902465820312,19.468151092529297,26.197818756103516,11.892738342285156,21.682899475097656,26.22360610961914,16.693063735961914,23.50281524658203,31.021930694580078,15.192934036254883,17.487672805786133,22.503421783447266,11.73196792602539
21.882867431640648,25.473016357421898,18.575677490234398,20.95353126525879,26.943546295166016,14.320819854736328,19.154556274414062,25.691181182861328,11.728878021240234,21.431262969970703,25.802461624145508,16.60700798034668,23.113204956054688,30.382471084594727,15.051074981689453,17.251983642578125,22.176897048950195,11.582170486450195
22.104028320312523,25.844842529296898,18.334924316406273,21.365318298339844,27.753442764282227,13.743585586547852,19.47701072692871,26.48983383178711,11.105810165405273,21.68275260925293,26.3920955657959,16.180377960205078,23.507801055908203,31.293317794799805,14.338397979736328,17.451963424682617,22.65273094177246,11.058698654174805
21.850854492187523,25.422692871093773,18.527368164062523,20.892074584960938,26.858335494995117,14.91179084777832,19.046916961669922,25.643341064453125,12.299652099609375,21.371742248535156,25.788938522338867,17.037479400634766,23.00952911376953,30.33933448791504,15.76181697845459,17.164182662963867,22.119152069091797,12.12529182434082
22.099755859375023,25.726220703125023,18.572595214843773,21.524282455444336,27.566238403320312,14.735296249389648,19.67905044555664,26.304677963256836,12.274231910705566,21.822444915771484,26.279300689697266,16.97228240966797,23.733949661254883,31.112688064575195,15.63905143737793,17.6159725189209,22.540128707885742,12.013200759887695
22.359918212890648,26.161157226562523,18.974938964843773,21.756750106811523,28.025596618652344,15.107037544250488,19.943117141723633,26.722795486450195,12.523764610290527,22.014680862426758,26.561281204223633,17.2098331451416,24.04645347595215,31.595741271972656,16.006763458251953,17.80340003967285,22.869476318359375,12.16219425201416
22.279748535156273,26.052301025390648,18.530877685546898,21.829198837280273,28.076509475708008,14.583427429199219,19.93499183654785,26.757835388183594,12.056236267089844,22.019763946533203,26.63060760498047,16.814193725585938,24.046924591064453,31.67361068725586,15.383991241455078,17.787078857421875,22.86018180847168,11.821564674377441
22.058465576171898,25.873040771484398,18.530999755859398,21.467605590820312,27.684526443481445,14.779748916625977,19.640188217163086,26.461837768554688,12.280316352844238,21.77484130859375,26.36684799194336,16.962909698486328,23.664459228515625,31.262779235839844,15.644463539123535,17.583311080932617,22.642311096191406,12.058112144470215
22.446130371093773,26.233483886718773,19.284356689453148,21.92548942565918,28.10352897644043,15.353571891784668,20.082382202148438,26.777986526489258,12.786529541015625,22.09103012084961,26.58325958251953,17.428361892700195,24.184553146362305,31.63495445251465,16.355443954467773,17.908971786499023,22.89368438720703,12.344980239868164
22.445367431640648,26.016046142578148,18.302423095703148,22.07207489013672,28.191864013671875,14.612008094787598,20.198326110839844,26.91206932067871,11.967077255249023,22.24770164489746,26.803607940673828,16.757583618164062,24.400951385498047,31.911407470703125,15.31804370880127,17.98063087463379,22.95955467224121,11.857022285461426
