time,Arr_TBUILD_2_C,Arr_TBUILD_2_JJA_C,Arr_TBUILD_2_DJF_C,Arr_HIA_U_2,Arr_HIA_U_2_JJA,Arr_HIA_U_2_DJF,Arr_APPAR_TEMP_U_2,Arr_APPAR_TEMP_U_2_JJA,Arr_APPAR_TEMP_U_2_DJF,Arr_SWBGT_U_2,Arr_SWBGT_U_2_JJA,Arr_SWBGT_U_2_DJF,Arr_HUMIDEX_U_2,Arr_HUMIDEX_U_2_JJA,Arr_HUMIDEX_U_2_DJF,Arr_DISCOIS_U_2,Arr_DISCOIS_U_2_JJA,Arr_DISCOIS_U_2_DJF
2066,22.812493896484398,26.471032714843773,18.864770507812523,22.149824142456055,28.436279296875,14.712377548217773,20.20903205871582,27.047653198242188,12.042215347290039,22.256322860717773,26.852758407592773,16.847597122192383,24.41817283630371,32.02690124511719,15.444130897521973,17.97278594970703,23.050207138061523,11.83874797821045
2067,22.407067871093773,26.046441650390648,18.986596679687523,21.4378604888916,27.497587203979492,14.44398021697998,19.523448944091797,26.27942657470703,11.863917350769043,21.71706199645996,26.272119522094727,16.70336151123047,23.578914642333984,31.11153221130371,15.199707984924316,17.516326904296875,22.563447952270508,11.642269134521484
2068,22.852746582031273,26.682458496093773,19.449334716796898,21.946990966796875,28.312089920043945,15.111827850341797,20.06804847717285,26.996498107910156,12.530853271484375,22.10805892944336,26.727882385253906,17.209861755371094,24.206457138061523,31.891050338745117,15.985817909240723,17.88228416442871,23.084531784057617,12.028813362121582
2069,22.988275146484398,26.721917724609398,19.240716552734398,22.283479690551758,28.62479591369629,15.229909896850586,20.31044578552246,27.25357437133789,12.674099922180176,22.259824752807617,26.931476593017578,17.247705459594727,24.45800018310547,32.19448471069336,16.100446701049805,18.021657943725586,23.212074279785156,12.261848449707031
2070,22.756890869140648,26.598748779296898,18.975701904296898,22.11964225769043,28.331951141357422,14.848599433898926,20.243539810180664,27.051477432250977,12.354774475097656,22.191341400146484,26.776548385620117,17.00559425354004,24.359642028808594,31.953411102294922,15.691767692565918,18.024259567260742,23.097618103027344,11.998950958251953
2071,22.899896240234398,27.046075439453148,19.385247802734398,22.2791748046875,29.031522750854492,15.749785423278809,20.41840362548828,27.728574752807617,13.1305513381958,22.327192306518555,27.261659622192383,17.637340545654297,24.567049026489258,32.74381637573242,16.73040008544922,18.12179183959961,23.56874656677246,12.696798324584961
2072,22.943109130859398,26.881066894531273,19.081811523437523,22.5488338470459,28.93846321105957,15.44654655456543,20.641826629638672,27.65597152709961,12.923757553100586,22.51531982421875,27.23619842529297,17.438013076782227,24.867963790893555,32.671791076660156,16.412248611450195,18.31666374206543,23.4805908203125,12.515701293945312
2073,22.724328613281273,26.686364746093773,19.100640869140648,22.140535354614258,28.447221755981445,15.335004806518555,20.2917423248291,27.168237686157227,12.777442932128906,22.21435546875,26.818763732910156,17.325693130493164,24.400068283081055,32.04276657104492,16.230737686157227,18.064056396484375,23.17496109008789,12.378034591674805
2074,22.822106933593773,26.674218750000023,19.262841796875023,22.39496421813965,28.63658332824707,15.205434799194336,20.5318660736084,27.361963272094727,12.68483829498291,22.386337280273438,27.04131317138672,17.284238815307617,24.678266525268555,32.36043167114258,16.13546371459961,18.232608795166016,23.309778213500977,12.226811408996582
2075,22.789239501953148,26.493066406250023,18.986108398437523,22.374177932739258,28.6863956451416,15.216117858886719,20.43499755859375,27.29167366027832,12.619144439697266,22.376510620117188,27.007102966308594,17.18396759033203,24.626211166381836,32.277767181396484,16.01862144470215,18.117542266845703,23.20469856262207,12.280609130859375
2076,22.982019042968773,27.044366455078148,19.597467041015648,22.368154525756836,28.95807456970215,15.881422996520996,20.467575073242188,27.617807388305664,13.267443656921387,22.3435115814209,27.122907638549805,17.76891326904297,24.612634658813477,32.5510139465332,16.912246704101562,18.162233352661133,23.482418060302734,12.697065353393555
2077,23.033013916015648,26.887170410156273,18.995690917968773,22.9458065032959,29.327360153198242,15.668265342712402,20.96051025390625,27.84202003479004,13.11227798461914,22.79067039489746,27.446887969970703,17.530298233032227,25.287580490112305,32.983917236328125,16.58108139038086,18.521648406982422,23.6151123046875,12.677834510803223
2078,22.886560058593773,26.967706298828148,19.174554443359398,22.64120101928711,29.0604190826416,15.788881301879883,20.789630889892578,27.782072067260742,13.338887214660645,22.577728271484375,27.326141357421875,17.727479934692383,24.986862182617188,32.83179473876953,16.877397537231445,18.43578338623047,23.601930618286133,12.83474349975586
2079,22.865655517578148,26.639123535156273,19.356713867187523,22.75020408630371,29.07491111755371,16.446626663208008,20.79332733154297,27.520082473754883,13.920954704284668,22.638153076171875,27.203006744384766,18.122833251953125,25.05569076538086,32.598487854003906,17.555171966552734,18.41623306274414,23.38568115234375,13.340750694274902
2080,23.278710937500023,27.446801757812523,19.646112060546898,23.23631477355957,29.839832305908203,16.652454376220703,21.31008529663086,28.398645401000977,14.073025703430176,22.968183517456055,27.725322723388672,18.276432037353516,25.609508514404297,33.49777603149414,17.766756057739258,18.77538299560547,23.998079299926758,13.360014915466309
2081,23.132318115234398,26.982751464843773,19.027795410156273,23.215930938720703,29.479124069213867,15.572576522827148,21.21439552307129,27.94110107421875,12.93559741973877,22.898021697998047,27.472267150878906,17.425743103027344,25.4995059967041,33.047630310058594,16.41463279724121,18.709455490112305,23.659799575805664,12.536357879638672
2082,23.040093994140648,27.135308837890648,19.414300537109398,22.779226303100586,29.205646514892578,15.912320137023926,20.938325881958008,27.858142852783203,13.378538131713867,22.67422866821289,27.30513572692871,17.750659942626953,25.148876190185547,32.84092712402344,16.907377243041992,18.525165557861328,23.65184783935547,12.778863906860352
2083,23.137811279296898,27.131341552734398,19.296929931640648,23.10686683654785,29.728290557861328,15.59165096282959,21.07539176940918,28.225692749023438,13.032052040100098,22.807567596435547,27.667634963989258,17.495147705078125,25.34079360961914,33.362613677978516,16.497615814208984,18.565824508666992,23.855449676513672,12.509815216064453
2084,23.276757812500023,27.471429443359398,19.670983886718773,23.28299331665039,30.00215721130371,17.034927368164062,21.313350677490234,28.44597625732422,14.484319686889648,22.98404884338379,27.76773452758789,18.54600715637207,25.62198829650879,33.56834411621094,18.2089900970459,18.740922927856445,24.02423667907715,13.675421714782715
2085,23.481225585937523,27.447442626953148,19.351800537109398,23.81443977355957,30.22334098815918,16.373910903930664,21.791606903076172,28.63072967529297,13.813536643981934,23.31647491455078,27.932703018188477,18.001739501953125,26.17220687866211,33.795982360839844,17.372249603271484,19.11524200439453,24.103302001953125,13.225425720214844
2086,23.260308837890648,27.212518310546898,19.763055419921898,23.292800903320312,29.6027889251709,17.161794662475586,21.345733642578125,28.001272201538086,14.6902437210083,22.944337844848633,27.438140869140625,18.65714454650879,25.603593826293945,33.054378509521484,18.40650749206543,18.826679229736328,23.739774703979492,13.84094524383545
2087,23.530328369140648,27.647821044921898,19.368402099609398,23.914453506469727,30.611467361450195,15.933206558227539,21.90101432800293,29.010709762573242,13.393574714660645,23.40568733215332,28.28864097595215,17.750898361206055,26.31501007080078,34.34587097167969,16.91495132446289,19.201053619384766,24.4007511138916,12.777732849121094
2088,23.307611083984398,27.273034667968773,19.436944580078148,23.377187728881836,29.877315521240234,16.19733428955078,21.422473907470703,28.264707565307617,13.721570014953613,23.034337997436523,27.699434280395508,17.950302124023438,25.723129272460938,33.442466735839844,17.233074188232422,18.83766746520996,23.938940048217773,12.985249519348145
2089,23.430627441406273,27.577233886718773,20.025140380859398,23.710203170776367,30.196043014526367,17.848247528076172,21.735628128051758,28.676055908203125,15.274665832519531,23.243345260620117,27.917062759399414,19.077468872070312,26.062843322753906,33.812904357910156,19.112653732299805,19.059274673461914,24.185861587524414,14.344609260559082
2090,23.458093261718773,27.376214599609398,19.378778076171898,23.955278396606445,30.260738372802734,16.115636825561523,21.846158981323242,28.520597457885742,13.562945365905762,23.377166748046875,27.89182472229004,17.895679473876953,26.265552520751953,33.72883224487305,17.148014068603516,19.158309936523438,24.038043975830078,12.944148063659668
2091,23.414392089843773,27.540429687500023,19.835107421875023,23.589365005493164,30.192914962768555,17.31377410888672,21.635976791381836,28.602813720703125,14.784618377685547,23.19033432006836,27.909996032714844,18.740262985229492,25.975669860839844,33.79024887084961,18.533842086791992,19.001251220703125,24.14569664001465,13.897550582885742
2092,23.611199951171898,27.561303710937523,19.514733886718773,24.225414276123047,30.747772216796875,16.855010986328125,22.14838981628418,29.037250518798828,14.336609840393066,23.597078323364258,28.31199073791504,18.389019012451172,26.615123748779297,34.3714599609375,17.984766006469727,19.36945915222168,24.380447387695312,13.600988388061523
2093,23.401910400390648,27.481896972656273,19.844171142578148,23.70956802368164,30.240449905395508,17.017133712768555,21.74585723876953,28.618370056152344,14.497922897338867,23.271228790283203,27.96637725830078,18.519886016845703,26.102689743041992,33.8577995300293,18.170124053955078,19.083635330200195,24.159486770629883,13.62637996673584
2094,23.859429931640648,28.185357666015648,19.573541259765648,24.517559051513672,31.373422622680664,16.812400817871094,22.415739059448242,29.63688850402832,14.295177459716797,23.772571563720703,28.677785873413086,18.383943557739258,26.9146728515625,35.01115417480469,17.96198272705078,19.559785842895508,24.813339233398438,13.543335914611816
2095,23.803796386718773,28.275384521484398,19.906976318359398,24.29339027404785,31.290674209594727,17.279409408569336,22.305904388427734,29.63384246826172,14.808633804321289,23.64698600769043,28.570240020751953,18.734214782714844,26.723024368286133,34.8820915222168,18.515928268432617,19.4709415435791,24.79568099975586,13.866416931152344
2096,23.705621337890648,27.889825439453148,19.567834472656273,24.32027816772461,31.13258934020996,16.549758911132812,22.228055953979492,29.437910079956055,13.944375038146973,23.655441284179688,28.571067810058594,18.11424446105957,26.701522827148438,34.80679702758789,17.53076934814453,19.389406204223633,24.667510986328125,13.227316856384277
